T,E_mean,E_std,C_mean,C_std,Rg_mean,Rg_std,Rg_mean_lattice,Rg_std_lattice,local_acc_rate,Rg2_mean,Rg2_std,Rg2_mean_lattice,Rg2_std_lattice,Ree2_mean,Ree2_std,Ree2_mean_lattice,Ree2_std_lattice,m_long_mean,m_long_std,Smax_mean,Smax_std,largest_component_fraction_mean,largest_component_fraction_std,n_structural_samples,m_long_fixed_mean,m_long_fixed_std,m_global_scaled_mean,m_global_scaled_std,state_changing_acceptance_rate
280.0,330.8882595737132,208.94746718356933,2.6933333333333334,1.7007710669641056,3.258465240334345,0.5713698773930036,3.258465240334345,0.5713698773930036,0.5902777777777778,10.94405925925926,3.8928355380788298,10.94405925925926,3.8928355380788298,74.49333333333334,42.864864658858096,74.49333333333334,42.864864658858096,0.03333333333333333,0.1795054935711501,2.533333333333333,0.8844332774281065,0.08444444444444447,0.02948110924760356,60,0.03333333333333333,0.1795054935711501,0.1,0.30000000000000004,0.5887222222222223
280.2005,335.5916898612312,199.72169727450984,2.74,1.6306644862345738,3.2403431263265317,0.5714038410741772,3.2403431263265317,0.5714038410741772,0.5856111111111111,10.826325925925925,3.9130519594022983,10.826325925925925,3.9130519594022983,68.81333333333333,48.91807936631291,68.81333333333333,48.91807936631291,0.03333333333333333,0.1795054935711501,2.1666666666666665,0.8198915917499229,0.07222222222222223,0.027329719724997432,60,0.03333333333333333,0.1795054935711501,0.06666666666666667,0.3590109871423002,0.5838333333333333
302.4,300.82240694160515,197.22522355316755,3.72,2.4389068589568295,3.25675706217051,0.5954333257468194,3.25675706217051,0.5954333257468194,0.5957777777777777,10.961007407407408,4.024097155284831,10.961007407407408,4.024097155284831,70.0,46.49573457139196,70.0,46.49573457139196,0.03333333333333333,0.17950549357115012,2.6,1.019803902718557,0.0866666666666667,0.0339934634239519,60,0.03333333333333333,0.17950549357115012,0.06666666666666667,0.24944382578492943,0.5940555555555556
328.6957,141.45832962728966,70.67275746372496,4.48,2.2382135733660453,3.1217438218344813,0.5372536056316178,3.1217438218344813,0.5372536056316178,0.6125,10.033925925925924,3.4901890987638935,10.033925925925924,3.4901890987638935,67.06666666666666,37.60809605509017,67.06666666666666,37.60809605509017,0.03333333333333333,0.17950549357115012,2.7666666666666666,0.9195409482755815,0.09222222222222222,0.030651364942519382,60,0.03333333333333333,0.17950549357115012,0.23333333333333334,0.6155395104206463,0.6104444444444445
360.0,-158.6470510108129,77.06779559372822,5.8533333333333335,2.843440795155678,2.8810614253996034,0.5694343100347705,2.8810614253996034,0.5694343100347705,0.5870555555555556,8.62477037037037,3.473991237771008,8.62477037037037,3.473991237771008,52.52,37.228433577934304,52.52,37.228433577934304,0.1,0.3,3.4,1.5187714333192688,0.11333333333333337,0.05062571444397563,60,0.1,0.3,0.26666666666666666,0.4422166387140533,0.5850555555555556
