bias,pred_rg_lattice,pred_rg_observed,mean_contacts,cov_contact_rg,corr_contact_rg,d_rg_db,rg_scale_used,scale_label,rg_summary
-4.75,1.6229556,0.65723294,25.973378,-0.0014165204,-0.80107934,0.0014525246,0.4049605139,fitted scale,rms
-4.7,1.6230301,0.65726309,25.971978,-0.0014896683,-0.80031291,0.0015275256,0.4049605139,fitted scale,rms
-4.65,1.6231084,0.6572948,25.970502,-0.0015666152,-0.79950954,0.0016064211,0.4049605139,fitted scale,rms
-4.6,1.6231907,0.65732814,25.968946,-0.0016475601,-0.79866757,0.001689415,0.4049605139,fitted scale,rms
-4.55,1.6232773,0.65736321,25.967306,-0.0017327126,-0.79778527,0.001776722,0.4049605139,fitted scale,rms
-4.5,1.6233684,0.65740009,25.965577,-0.0018222935,-0.79686084,0.0018685684,0.4049605139,fitted scale,rms
-4.45,1.6234642,0.65743888,25.963754,-0.0019165352,-0.7958924,0.0019651922,0.4049605139,fitted scale,rms
-4.4,1.6235649,0.65747968,25.961831,-0.0020156825,-0.79487802,0.0020668444,0.4049605139,fitted scale,rms
-4.35,1.6236708,0.65752258,25.959803,-0.0021199932,-0.79381569,0.0021737889,0.4049605139,fitted scale,rms
-4.3,1.6237823,0.65756771,25.957663,-0.002229739,-0.79270333,0.0022863042,0.4049605139,fitted scale,rms
-4.25,1.6238995,0.65761517,25.955406,-0.0023452061,-0.7915388,0.0024046833,0.4049605139,fitted scale,rms
-4.2,1.6240227,0.65766509,25.953023,-0.0024666957,-0.79031987,0.002529235,0.4049605139,fitted scale,rms
-4.15,1.6241524,0.65771759,25.950509,-0.0025945258,-0.78904423,0.0026602847,0.4049605139,fitted scale,rms
-4.1,1.6242888,0.65777282,25.947855,-0.0027290309,-0.78770953,0.0027981754,0.4049605139,fitted scale,rms
-4.05,1.6244322,0.65783091,25.945053,-0.0028705641,-0.78631331,0.0029432686,0.4049605139,fitted scale,rms
-4,1.6245831,0.65789201,25.942093,-0.0030194975,-0.78485306,0.0030959456,0.4049605139,fitted scale,rms
-3.95,1.6247418,0.65795628,25.938967,-0.0031762238,-0.7833262,0.0032566085,0.4049605139,fitted scale,rms
-3.9,1.6249088,0.65802389,25.935664,-0.0033411571,-0.78173007,0.0034256819,0.4049605139,fitted scale,rms
-3.85,1.6250844,0.65809501,25.932174,-0.003514735,-0.78006195,0.0036036139,0.4049605139,fitted scale,rms
-3.8,1.6252691,0.65816982,25.928485,-0.0036974194,-0.77831907,0.0037908781,0.4049605139,fitted scale,rms
-3.75,1.6254635,0.65824852,25.924585,-0.0038896989,-0.77649859,0.0039879754,0.4049605139,fitted scale,rms
-3.7,1.6256679,0.65833132,25.92046,-0.0040920907,-0.77459765,0.0041954358,0.4049605139,fitted scale,rms
-3.65,1.625883,0.65841842,25.916097,-0.0043051423,-0.77261331,0.0044138213,0.4049605139,fitted scale,rms
-3.6,1.6261093,0.65851006,25.911481,-0.0045294347,-0.77054266,0.0046437279,0.4049605139,fitted scale,rms
-3.55,1.6263474,0.65860647,25.906595,-0.0047655853,-0.76838273,0.0048857896,0.4049605139,fitted scale,rms
-3.5,1.6265979,0.65870792,25.901421,-0.005014251,-0.76613059,0.0051406812,0.4049605139,fitted scale,rms
-3.45,1.6268615,0.65881465,25.895942,-0.0052761327,-0.76378334,0.0054091234,0.4049605139,fitted scale,rms
-3.4,1.6271388,0.65892696,25.890137,-0.0055519798,-0.76133812,0.0056918876,0.4049605139,fitted scale,rms
-3.35,1.6274306,0.65904515,25.883985,-0.0058425963,-0.7587922,0.0059898021,0.4049605139,fitted scale,rms
-3.3,1.6277378,0.65916953,25.877461,-0.0061488474,-0.75614297,0.0063037593,0.4049605139,fitted scale,rms
-3.25,1.628061,0.65930043,25.870542,-0.0064716683,-0.75338801,0.0066347253,0.4049605139,fitted scale,rms
-3.2,1.6284013,0.65943821,25.8632,-0.0068120736,-0.75052517,0.0069837499,0.4049605139,fitted scale,rms
-3.15,1.6287594,0.65958324,25.855405,-0.0071711704,-0.74755263,0.0073519808,0.4049605139,fitted scale,rms
-3.1,1.6291364,0.65973593,25.847125,-0.0075501731,-0.74446899,0.0077406791,0.4049605139,fitted scale,rms
-3.05,1.6295335,0.65989671,25.838326,-0.0079504216,-0.7412734,0.0081512397,0.4049605139,fitted scale,rms
-3,1.6299516,0.66006603,25.82897,-0.0083734047,-0.73796568,0.0085852156,0.4049605139,fitted scale,rms
-2.95,1.630392,0.66024438,25.819015,-0.0088207878,-0.7345465,0.0090443487,0.4049605139,fitted scale,rms
-2.9,1.630856,0.66043229,25.808416,-0.0092944477,-0.73101756,0.0095306067,0.4049605139,fitted scale,rms
-2.85,1.631345,0.66063033,25.797124,-0.0097965159,-0.72738182,0.01004623,0.4049605139,fitted scale,rms
-2.8,1.6318606,0.66083912,25.785083,-0.010329432,-0.72364377,0.010593789,0.4049605139,fitted scale,rms
-2.75,1.6324044,0.66105933,25.772234,-0.010896008,-0.71980976,0.011176256,0.4049605139,fitted scale,rms
-2.7,1.6329783,0.66129171,25.758508,-0.011499514,-0.71588832,0.011797094,0.4049605139,fitted scale,rms
-2.65,1.6335841,0.66153707,25.743833,-0.012143777,-0.71189066,0.012460365,0.4049605139,fitted scale,rms
-2.6,1.6342243,0.66179631,25.728124,-0.012833311,-0.70783107,0.01317087,0.4049605139,fitted scale,rms
-2.55,1.6349012,0.66207044,25.711288,-0.013573473,-0.70372748,0.013934321,0.4049605139,fitted scale,rms
-2.5,1.6356177,0.66236059,25.69322,-0.014370659,-0.69960205,0.014757549,0.4049605139,fitted scale,rms
-2.45,1.636377,0.66266806,25.673801,-0.015232555,-0.69548176,0.015648774,0.4049605139,fitted scale,rms
-2.4,1.6371826,0.66299431,25.652895,-0.016168438,-0.69139909,0.016617936,0.4049605139,fitted scale,rms
-2.35,1.6380388,0.66334102,25.630349,-0.017189563,-0.68739261,0.017677105,0.4049605139,fitted scale,rms
-2.3,1.6389503,0.66371016,25.605983,-0.018309638,-0.68350756,0.018841003,0.4049605139,fitted scale,rms
-2.25,1.6399229,0.66410401,25.579594,-0.019545422,-0.67979629,0.020127648,0.4049605139,fitted scale,rms
-2.2,1.6409631,0.66452525,25.550942,-0.020917475,-0.67631854,0.021559162,0.4049605139,fitted scale,rms
-2.15,1.6420788,0.66497707,25.519753,-0.02245109,-0.67314133,0.023162784,0.4049605139,fitted scale,rms
-2.1,1.6432794,0.66546325,25.4857,-0.024177461,-0.67033855,0.024972138,0.4049605139,fitted scale,rms
-2.05,1.644576,0.66598834,25.448402,-0.026135153,-0.66798989,0.027028824,0.4049605139,fitted scale,rms
-2,1.6459822,0.66655781,25.407409,-0.028371932,-0.66617918,0.029384413,0.4049605139,fitted scale,rms
-1.95,1.6475144,0.66717829,25.362186,-0.030947066,-0.66499193,0.032102944,0.4049605139,fitted scale,rms
-1.9,1.6491925,0.66785786,25.312096,-0.03393419,-0.66451203,0.035264061,0.4049605139,fitted scale,rms
-1.85,1.6510408,0.66860635,25.256381,-0.037424905,-0.66481763,0.038966943,0.4049605139,fitted scale,rms
-1.8,1.6530892,0.66943586,25.194131,-0.041533253,-0.66597641,0.043335216,0.4049605139,fitted scale,rms
-1.75,1.6553744,0.67036126,25.124258,-0.046401285,-0.66804032,0.048523091,0.4049605139,fitted scale,rms
-1.7,1.6579415,0.67140086,25.045455,-0.052205967,-0.67104035,0.054723007,0.4049605139,fitted scale,rms
-1.65,1.6608467,0.67257732,24.956152,-0.059167676,-0.67498167,0.062175086,0.4049605139,fitted scale,rms
-1.6,1.664159,0.6739187,24.854469,-0.067560592,-0.67983979,0.071178788,0.4049605139,fitted scale,rms
-1.55,1.6679645,0.67545978,24.738154,-0.07772527,-0.6855582,0.082107121,0.4049605139,fitted scale,rms
-1.5,1.6723698,0.67724372,24.604525,-0.090083636,-0.69204787,0.095423766,0.4049605139,fitted scale,rms
-1.45,1.6775069,0.67932407,24.450399,-0.10515655,-0.69918905,0.11170338,0.4049605139,fitted scale,rms
-1.4,1.6835401,0.68176726,24.272031,-0.12358385,-0.70683528,0.13165506,0.4049605139,fitted scale,rms
-1.35,1.6906724,0.68465558,24.065062,-0.14614642,-0.71481967,0.15614857,0.4049605139,fitted scale,rms
-1.3,1.699155,0.68809066,23.824481,-0.17378905,-0.72296342,0.1862418,0.4049605139,fitted scale,rms
-1.25,1.7092966,0.69219763,23.544632,-0.20764201,-0.73108608,0.2232066,0.4049605139,fitted scale,rms
-1.2,1.7214756,0.69712965,23.219267,-0.24903694,-0.73901724,0.26854676,0.4049605139,fitted scale,rms
-1.15,1.7361513,0.70307272,22.841684,-0.29950991,-0.74660849,0.32399714,0.4049605139,fitted scale,rms
-1.1,1.7538753,0.71025025,22.40495,-0.36077855,-0.7537431,0.39148414,0.4049605139,fitted scale,rms
-1.05,1.7752997,0.71892628,21.902237,-0.43467135,-0.76033993,0.47301532,0.4049605139,fitted scale,rms
-1,1.8011769,0.72940551,21.32727,-0.52297406,-0.76634665,0.57045089,0.4049605139,fitted scale,rms
-0.95,1.8323448,0.74202729,20.674892,-0.6271434,-0.77171848,0.68509971,0.4049605139,fitted scale,rms
-0.9,1.8696868,0.75714934,19.941737,-0.74783359,-0.77638337,0.81709569,0.4049605139,fitted scale,rms
-0.85,1.9140544,0.77511644,19.127017,-0.88420858,-0.780202,0.96457687,0.4049605139,fitted scale,rms
-0.8,1.9661445,0.79621089,18.233409,-1.0331067,-0.7829384,1.1228316,0.4049605139,fitted scale,rms
-0.75,2.0263375,0.82058669,17.267957,-1.188299,-0.78425796,1.2837712,0.4049605139,fitted scale,rms
-0.7,2.0945216,0.84819856,16.242794,-1.3402806,-0.78376062,1.4362167,0.4049605139,fitted scale,rms
-0.65,2.1699592,0.87874779,15.175312,-1.4770903,-0.7810419,1.5673625,0.4049605139,fitted scale,rms
-0.6,2.2512579,0.91167055,14.087386,-1.5863558,-0.77576311,1.6652901,0.4049605139,fitted scale,rms
-0.55,2.3364882,0.94618547,13.003444,-1.658104,-0.76771105,1.7217508,0.4049605139,fitted scale,rms
-0.5,2.423433,0.98139466,11.947666,-1.6872495,-0.75683472,1.7340821,0.4049605139,fitted scale,rms
-0.45,2.5098964,1.0164089,10.941065,-1.6746361,-0.74325507,1.7054485,0.4049605139,fitted scale,rms
-0.4,2.5939778,1.0504586,9.9992988,-1.626234,-0.72724916,1.6434308,0.4049605139,fitted scale,rms
-0.35,2.6742395,1.0829614,9.1317761,-1.5510462,-0.70921371,1.5577423,0.4049605139,fitted scale,rms
-0.3,2.749752,1.113541,8.3420333,-1.4587622,-0.6896157,1.4580439,0.4049605139,fitted scale,rms
-0.25,2.8200439,1.1420064,7.6289492,-1.3579926,-0.66894043,1.3524867,0.4049605139,fitted scale,rms
-0.2,2.8850007,1.1683114,6.9882546,-1.2553881,-0.64764662,1.2471082,0.4049605139,fitted scale,rms
-0.15,2.9447547,1.1925094,6.4139213,-1.1555016,-0.62613516,1.1458737,0.4049605139,fitted scale,rms
-0.1,2.9995881,1.2147147,5.8992266,-1.0610842,-0.60473313,1.0510524,0.4049605139,fitted scale,rms
-0.05,3.04986,1.2350729,5.4374602,-0.97353709,-0.5836909,0.96368703,0.4049605139,fitted scale,rms
0,3.0959568,1.2537402,5.0223307,-0.89334814,-0.5631882,0.88401605,0.4049605139,fitted scale,rms
0.05,3.1382616,1.270872,4.6481588,-0.82044097,-0.54334493,0.81179825,0.4049605139,fitted scale,rms
0.1,3.1771366,1.2866149,4.3099345,-0.75442368,-0.52423335,0.74653767,0.4049605139,fitted scale,rms
0.15,3.2129153,1.3011038,4.0032987,-0.69475224,-0.50588968,0.68762752,0.4049605139,fitted scale,rms
0.2,3.2458994,1.3144611,3.724486,-0.64083063,-0.488324,0.63443611,0.4049605139,fitted scale,rms
0.25,3.2763589,1.326796,3.4702551,-0.59206829,-0.47152821,0.58635431,0.4049605139,fitted scale,rms
0.3,3.3045348,1.3382061,3.2378164,-0.54791009,-0.45548212,0.54281897,0.4049605139,fitted scale,rms
0.35,3.3306408,1.348778,3.0247661,-0.50784988,-0.44015795,0.50332219,0.4049605139,fitted scale,rms
0.4,3.354867,1.3585887,2.8290274,-0.47143446,-0.42552355,0.46741256,0.4049605139,fitted scale,rms
0.45,3.3773821,1.3677064,2.6488,-0.43826245,-0.41154467,0.43469236,0.4049605139,fitted scale,rms
0.5,3.3983362,1.376192,2.4825176,-0.40798052,-0.3981865,0.40481275,0.4049605139,fitted scale,rms
0.55,3.4178634,1.3840997,2.3288122,-0.38027861,-0.38541465,0.37746841,0.4049605139,fitted scale,rms
0.6,3.4360831,1.391478,2.1864841,-0.35488496,-0.37319584,0.35239223,0.4049605139,fitted scale,rms
0.65,3.4531026,1.3983702,2.0544774,-0.3315613,-0.36149826,0.3293503,0.4049605139,fitted scale,rms
0.7,3.4690181,1.4048154,1.9318589,-0.31009848,-0.35029178,0.30813747,0.4049605139,fitted scale,rms
0.75,3.4839163,1.4108485,1.8178014,-0.2903126,-0.33954807,0.28857345,0.4049605139,fitted scale,rms
0.8,3.4978755,1.4165014,1.7115684,-0.27204159,-0.32924057,0.27049939,0.4049605139,fitted scale,rms
0.85,3.5109663,1.4218027,1.6125027,-0.25514229,-0.31934447,0.253775,0.4049605139,fitted scale,rms
0.9,3.523253,1.4267783,1.5200154,-0.23948791,-0.30983664,0.23827602,0.4049605139,fitted scale,rms
0.95,3.5347939,1.4314519,1.433578,-0.22496588,-0.30069554,0.22389212,0.4049605139,fitted scale,rms
1,3.5456422,1.4358451,1.352714,-0.211476,-0.29190113,0.21052504,0.4049605139,fitted scale,rms
1.05,3.5558464,1.4399774,1.2769936,-0.19892881,-0.28343475,0.1980871,0.4049605139,fitted scale,rms
1.1,3.5654509,1.4438668,1.2060273,-0.1872443,-0.27527906,0.1864998,0.4049605139,fitted scale,rms
1.15,3.5744964,1.4475299,1.1394619,-0.17635071,-0.2674179,0.17569271,0.4049605139,fitted scale,rms
1.2,3.5830202,1.4509817,1.0769763,-0.16618351,-0.25983625,0.16560252,0.4049605139,fitted scale,rms
1.25,3.5910566,1.4542361,1.0182776,-0.15668458,-0.25252009,0.15617213,0.4049605139,fitted scale,rms
1.3,3.5986374,1.457306,0.9630987,-0.1478014,-0.24545638,0.14734999,0.4049605139,fitted scale,rms
1.35,3.6057916,1.4602032,0.91119502,-0.1394865,-0.23863292,0.13908942,0.4049605139,fitted scale,rms
1.4,3.6125463,1.4629386,0.86234253,-0.13169679,-0.23203834,0.13134807,0.4049605139,fitted scale,rms
1.45,3.6189264,1.4655223,0.81633553,-0.12439315,-0.22566203,0.12408748,0.4049605139,fitted scale,rms
1.5,3.6249551,1.4679637,0.77298491,-0.11753996,-0.21949403,0.11727259,0.4049605139,fitted scale,rms
1.55,3.6306537,1.4702714,0.7321165,-0.11110477,-0.21352503,0.11087146,0.4049605139,fitted scale,rms
1.6,3.6360422,1.4724535,0.69356967,-0.10505789,-0.20774632,0.10485488,0.4049605139,fitted scale,rms
1.65,3.6411392,1.4745176,0.65719606,-0.099372209,-0.20214971,0.099196114,0.4049605139,fitted scale,rms
1.7,3.6459618,1.4764706,0.62285847,-0.094022844,-0.19672751,0.093870655,0.4049605139,fitted scale,rms
1.75,3.6505262,1.478319,0.59042984,-0.088986972,-0.1914725,0.088855999,0.4049605139,fitted scale,rms
1.8,3.6548474,1.4800689,0.55979236,-0.084243609,-0.18637786,0.084131451,0.4049605139,fitted scale,rms
1.85,3.6589394,1.481726,0.53083667,-0.079773438,-0.1814372,0.07967795,0.4049605139,fitted scale,rms
1.9,3.6628152,1.4832955,0.50346115,-0.07555865,-0.17664447,0.075477915,0.4049605139,fitted scale,rms
1.95,3.6664872,1.4847825,0.47757122,-0.071582805,-0.17199395,0.071515113,0.4049605139,fitted scale,rms
2,3.6699667,1.4861916,0.45307884,-0.067830707,-0.16748024,0.067774529,0.4049605139,fitted scale,rms
2.05,3.6732646,1.4875271,0.4299019,-0.06428829,-0.16309825,0.064242263,0.4049605139,fitted scale,rms
2.1,3.6763909,1.4887932,0.40796379,-0.060942522,-0.15884312,0.060905427,0.4049605139,fitted scale,rms
2.15,3.6793552,1.4899936,0.38719297,-0.057781308,-0.15471028,0.05775206,0.4049605139,fitted scale,rms
2.2,3.6821662,1.4911319,0.36752254,-0.054793419,-0.15069535,0.054771049,0.4049605139,fitted scale,rms
2.25,3.6848323,1.4922116,0.34888993,-0.051968412,-0.1467942,0.051952056,0.4049605139,fitted scale,rms
2.3,3.6873614,1.4932358,0.33123655,-0.049296566,-0.14300289,0.049285454,0.4049605139,fitted scale,rms
2.35,3.6897608,1.4942074,0.31450748,-0.046768826,-0.13931767,0.046762272,0.4049605139,fitted scale,rms
2.4,3.6920376,1.4951294,0.29865125,-0.044376744,-0.13573496,0.04437414,0.4049605139,fitted scale,rms
2.45,3.6941982,1.4960044,0.28361955,-0.042112438,-0.13225135,0.04211324,0.4049605139,fitted scale,rms
2.5,3.6962489,1.4968349,0.26936701,-0.039968541,-0.12886358,0.039972268,0.4049605139,fitted scale,rms
2.55,3.6981955,1.4976231,0.25585101,-0.037938166,-0.12556855,0.03794439,0.4049605139,fitted scale,rms
2.6,3.7000433,1.4983715,0.24303149,-0.036014867,-0.12236326,0.036023209,0.4049605139,fitted scale,rms
2.65,3.7017978,1.4990819,0.23087075,-0.034192607,-0.11924488,0.034202731,0.4049605139,fitted scale,rms
2.7,3.7034636,1.4997565,0.21933332,-0.032465728,-0.11621067,0.032477338,0.4049605139,fitted scale,rms
2.75,3.7050455,1.5003971,0.2083858,-0.030828924,-0.11325801,0.030841758,0.4049605139,fitted scale,rms
2.8,3.7065478,1.5010055,0.19799671,-0.029277214,-0.1103844,0.029291041,0.4049605139,fitted scale,rms
2.85,3.7079746,1.5015833,0.18813639,-0.027805922,-0.10758743,0.027820538,0.4049605139,fitted scale,rms
2.9,3.7093299,1.5021321,0.17877687,-0.026410651,-0.10486476,0.026425878,0.4049605139,fitted scale,rms
2.95,3.7106172,1.5026534,0.16989176,-0.02508727,-0.10221419,0.025102952,0.4049605139,fitted scale,rms
3,3.7118401,1.5031487,0.16145616,-0.02383189,-0.099633571,0.02384789,0.4049605139,fitted scale,rms
3.05,3.713002,1.5036192,0.15344654,-0.022640852,-0.097120836,0.022657051,0.4049605139,fitted scale,rms
3.1,3.7141059,1.5040662,0.14584071,-0.021510709,-0.094674003,0.021527004,0.4049605139,fitted scale,rms
3.15,3.7151547,1.504491,0.13861768,-0.020438214,-0.09229116,0.020454516,0.4049605139,fitted scale,rms
3.2,3.7161513,1.5048945,0.13175762,-0.019420306,-0.089970462,0.019436538,0.4049605139,fitted scale,rms
3.25,3.7170983,1.5052781,0.12524178,-0.018454098,-0.087710131,0.018470194,0.4049605139,fitted scale,rms
3.3,3.7179983,1.5056425,0.11905243,-0.017536866,-0.08550845,0.01755277,0.4049605139,fitted scale,rms
3.35,3.7188536,1.5059889,0.1131728,-0.01666604,-0.083363763,0.016681705,0.4049605139,fitted scale,rms
3.4,3.7196665,1.5063181,0.10758701,-0.015839192,-0.081274468,0.01585458,0.4049605139,fitted scale,rms
3.45,3.7204391,1.5066309,0.10228005,-0.015054031,-0.079239019,0.015069107,0.4049605139,fitted scale,rms
3.5,3.7211734,1.5069283,0.097237692,-0.01430839,-0.07725592,0.014323129,0.4049605139,fitted scale,rms
3.55,3.7218714,1.507211,0.092446472,-0.013600222,-0.075323726,0.013614602,0.4049605139,fitted scale,rms
3.6,3.7225349,1.5074796,0.087893635,-0.012927591,-0.073441038,0.012941595,0.4049605139,fitted scale,rms
3.65,3.7231656,1.507735,0.083567098,-0.012288668,-0.071606502,0.012302283,0.4049605139,fitted scale,rms
3.7,3.7237651,1.5079778,0.079455412,-0.011681719,-0.069818806,0.011694937,0.4049605139,fitted scale,rms
3.75,3.724335,1.5082086,0.075547726,-0.011105107,-0.068076682,0.011117921,0.4049605139,fitted scale,rms
3.8,3.7248769,1.5084281,0.071833756,-0.010557281,-0.0663789,0.010569688,0.4049605139,fitted scale,rms
3.85,3.725392,1.5086367,0.06830375,-0.010036772,-0.064724268,0.010048772,0.4049605139,fitted scale,rms
3.9,3.7258818,1.508835,0.064948464,-0.0095421903,-0.063111631,0.0095537835,0.4049605139,fitted scale,rms
3.95,3.7263474,1.5090236,0.061759129,-0.0090722187,-0.061539868,0.009083408,0.4049605139,fitted scale,rms
4,3.7267901,1.5092028,0.058727429,-0.0086256096,-0.060007895,0.0086363994,0.4049605139,fitted scale,rms
4.05,3.727211,1.5093733,0.055845474,-0.008201181,-0.058514656,0.0082115769,0.4049605139,fitted scale,rms
4.1,3.7276113,1.5095354,0.05310578,-0.0077978125,-0.057059129,0.0078078212,0.4049605139,fitted scale,rms
4.15,3.7279918,1.5096895,0.050501244,-0.0074144423,-0.055640322,0.0074240713,0.4049605139,fitted scale,rms
4.2,3.7283537,1.509836,0.048025126,-0.0070500637,-0.054257272,0.007059321,0.4049605139,fitted scale,rms
4.25,3.7286977,1.5099754,0.045671029,-0.006703722,-0.052909042,0.0067126165,0.4049605139,fitted scale,rms
4.3,3.7290249,1.5101079,0.04343288,-0.0063745119,-0.051594724,0.0063830529,0.4049605139,fitted scale,rms
4.35,3.7293361,1.5102338,0.041304917,-0.0060615748,-0.050313435,0.0060697719,0.4049605139,fitted scale,rms
4.4,3.7296319,1.5103537,0.039281666,-0.0057640962,-0.049064319,0.0057719592,0.4049605139,fitted scale,rms
4.45,3.7299132,1.5104676,0.03735793,-0.0054813032,-0.047846541,0.0054888422,0.4049605139,fitted scale,rms
4.5,3.7301808,1.5105759,0.035528777,-0.0052124626,-0.046659292,0.0052196878,0.4049605139,fitted scale,rms
