bias,pred_rg_lattice,pred_rg_observed,mean_contacts,cov_contact_rg,corr_contact_rg,d_rg_db,rg_scale_used,scale_label,rg_summary
8.6,3.7352981,1.2886778,0.00058653533,-8.5906264e-05,-0.0059921002,8.6043117e-05,0.345,nominal scale,rms
8.65,3.7353023,1.2886793,0.0005579279,-8.1716195e-05,-0.005844143,8.1846386e-05,0.345,nominal scale,rms
8.7,3.7353063,1.2886807,0.00053071584,-7.7730513e-05,-0.0056998398,7.7854367e-05,0.345,nominal scale,rms
8.75,3.7353101,1.288682,0.00050483107,-7.3939247e-05,-0.0055591002,7.4057071e-05,0.345,nominal scale,rms
8.8,3.7353137,1.2886832,0.00048020886,-7.0332912e-05,-0.0054218362,7.0445e-05,0.345,nominal scale,rms
8.85,3.7353171,1.2886844,0.00045678762,-6.6902486e-05,-0.005287962,6.7009117e-05,0.345,nominal scale,rms
8.9,3.7353204,1.2886855,0.00043450875,-6.3639388e-05,-0.0051573937,6.3740826e-05,0.345,nominal scale,rms
8.95,3.7353235,1.2886866,0.00041331654,-6.0535455e-05,-0.0050300498,6.0631953e-05,0.345,nominal scale,rms
9,3.7353265,1.2886876,0.00039315798,-5.7582921e-05,-0.0049058505,5.767472e-05,0.345,nominal scale,rms
9.05,3.7353293,1.2886886,0.00037398264,-5.4774402e-05,-0.0047847182,5.486173e-05,0.345,nominal scale,rms
9.1,3.735332,1.2886895,0.00035574257,-5.2102872e-05,-0.0046665771,5.2185946e-05,0.345,nominal scale,rms
9.15,3.7353345,1.2886904,0.00033839215,-4.9561648e-05,-0.0045513534,4.9640676e-05,0.345,nominal scale,rms
9.2,3.7353369,1.2886912,0.00032188799,-4.7144375e-05,-0.004438975,4.7219552e-05,0.345,nominal scale,rms
9.25,3.7353392,1.288692,0.00030618879,-4.4845004e-05,-0.0043293716,4.491652e-05,0.345,nominal scale,rms
9.3,3.7353414,1.2886928,0.00029125531,-4.2657786e-05,-0.0042224746,4.2725818e-05,0.345,nominal scale,rms
9.35,3.7353435,1.2886935,0.00027705018,-4.057725e-05,-0.0041182173,4.0641967e-05,0.345,nominal scale,rms
9.4,3.7353455,1.2886942,0.00026353789,-3.8598191e-05,-0.0040165343,3.8659755e-05,0.345,nominal scale,rms
9.45,3.7353474,1.2886948,0.00025068464,-3.671566e-05,-0.0039173622,3.6774224e-05,0.345,nominal scale,rms
9.5,3.7353492,1.2886955,0.00023845828,-3.4924949e-05,-0.0038206389,3.4980658e-05,0.345,nominal scale,rms
9.55,3.7353509,1.288696,0.00022682824,-3.3221577e-05,-0.003726304,3.3274572e-05,0.345,nominal scale,rms
9.6,3.7353525,1.2886966,0.00021576544,-3.1601286e-05,-0.0036342984,3.1651699e-05,0.345,nominal scale,rms
9.65,3.735354,1.2886971,0.00020524219,-3.0060023e-05,-0.0035445647,3.0107979e-05,0.345,nominal scale,rms
9.7,3.7353555,1.2886976,0.0001952322,-2.8593933e-05,-0.0034570466,2.8639551e-05,0.345,nominal scale,rms
9.75,3.7353569,1.2886981,0.00018571041,-2.7199349e-05,-0.0033716896,2.7242744e-05,0.345,nominal scale,rms
9.8,3.7353582,1.2886986,0.00017665303,-2.5872784e-05,-0.0032884402,2.5914064e-05,0.345,nominal scale,rms
9.85,3.7353595,1.288699,0.0001680374,-2.461092e-05,-0.0032072464,2.4650188e-05,0.345,nominal scale,rms
9.9,3.7353607,1.2886994,0.00015984198,-2.3410601e-05,-0.0031280574,2.3447955e-05,0.345,nominal scale,rms
9.95,3.7353618,1.2886998,0.00015204626,-2.2268825e-05,-0.0030508238,2.2304358e-05,0.345,nominal scale,rms
10,3.7353629,1.2887002,0.00014463076,-2.1182736e-05,-0.0029754971,2.1746852e-05,0.345,nominal scale,rms
