baseline,model,seed,temperature_index,temperature,split,target_vs_fit_contact_js,target_vs_remd_contact_js,fit_vs_remd_contact_js,target_vs_fit_rg_js,target_vs_remd_rg_js,fit_vs_remd_rg_js,target_mean_contacts,fit_mean_contacts,remd_mean_contacts,target_mean_rg,fit_mean_rg,remd_mean_rg
final_joint_baseline_44mer,hs,1,44,333.723,train,0.07743586500086054,0.08560921854944686,0.00486767708919638,0.01675502955619349,0.021930962142773083,0.008715654573335237,15.79094470817357,14.768060768556424,14.353333333333333,1.5161238639190366,1.4832031256150915,1.508495796806544
final_joint_baseline_44mer,hs,1,45,335.057,train,0.07644145180297719,0.07689552684375067,0.0033543892323417775,0.01601411438909485,0.025438550504774497,0.00773658875761075,15.881811058365287,14.924130795904684,15.031333333333334,1.5139679599741689,1.477238534773516,1.4715411600943922
final_joint_baseline_44mer,hs,1,46,336.396,train,0.07738203291355353,0.08893908832344467,0.006395678758077389,0.015767091464624444,0.022701227129937093,0.008776380304625712,15.95942996470087,15.081305766510766,15.061333333333334,1.5107176380054235,1.4712599042979844,1.4829271966003235
final_joint_baseline_44mer,hs,1,47,337.741,train,0.07735310599848784,0.07821554280682486,0.00483804451808743,0.01617377872878539,0.02317128870025955,0.00802067382652403,16.191268790700505,15.239663018175296,15.052666666666667,1.5031807816212521,1.465264731755853,1.473188954461002
final_joint_baseline_44mer,hs,1,48,339.091,train,0.0730146315655271,0.0747440835669234,0.007480014925836406,0.015218343915840133,0.02702775051781838,0.010104218003604767,16.2934658572211,15.399042054943633,15.585333333333335,1.4997236766808852,1.4592595100887737,1.43871671802199
final_joint_baseline_44mer,hs,1,49,340.446,train,0.07278090051282836,0.07377189071557191,0.00617008334332257,0.01519096088761789,0.022315085096579493,0.0060385968898446375,16.485230661554375,15.559396952943239,15.626,1.4953283897396434,1.4532463310214063,1.444957856826162
final_joint_baseline_44mer,hs,1,50,341.807,train,0.07565726658025382,0.08628081403793289,0.00634494717805734,0.016170348570495166,0.02134384515029654,0.0066810145947050524,16.691355897389087,15.72079789688431,15.639333333333333,1.4903387932207046,1.4472229311823377,1.4534841949975277
final_joint_baseline_44mer,hs,1,51,343.173,train,0.0684333381326377,0.06986467698801793,0.004920402121138382,0.01494141235384298,0.01522957485155104,0.008023801389848862,16.85042336132919,15.883075496515222,15.698666666666668,1.4792115717588992,1.4411959749583119,1.4476979644907346
final_joint_baseline_44mer,hs,1,52,344.545,train,0.06904819996103648,0.06870999811481648,0.006948705991084282,0.01505782395117157,0.024308177734143028,0.0067059046623473145,17.108302522670563,16.04629510332385,16.114,1.4707794216938925,1.4351633514936522,1.4393647783656571
final_joint_baseline_44mer,hs,1,53,345.922,train,0.06459977808209079,0.065502923730207,0.005695301120323456,0.0150630242973416,0.02310572756726445,0.008269068381907059,17.151692684559674,16.210281777286035,16.104,1.4674249423764787,1.429131815400149,1.424018575945105
final_joint_baseline_44mer,hs,1,54,347.305,train,0.06839652176982536,0.06270984111203776,0.005126905430207596,0.01692910116660505,0.025277944734613554,0.007644382046528682,17.198451478911814,16.375096123979386,16.521333333333335,1.4707388309624263,1.4230993980841857,1.4225729481080056
final_joint_baseline_44mer,hs,1,55,348.693,train,0.06717873359213389,0.06607812225396784,0.004301031899081687,0.01673266183055623,0.024299175727324415,0.007841044704406053,17.365968291643842,16.540558126713982,16.490666666666666,1.46534792230597,1.417072919885081,1.4178212365219902
