T,E_mean,E_std,C_mean,C_std,Rg_mean,Rg_std,Rg_mean_lattice,Rg_std_lattice,local_acc_rate,Rg2_mean,Rg2_std,Rg2_mean_lattice,Rg2_std_lattice,Ree2_mean,Ree2_std,Ree2_mean_lattice,Ree2_std_lattice,m_long_mean,m_long_std,Smax_mean,Smax_std,largest_component_fraction_mean,largest_component_fraction_std,n_structural_samples,m_long_fixed_mean,m_long_fixed_std,m_global_scaled_mean,m_global_scaled_std,state_changing_acceptance_rate,K
nan,-0.439744,0.30379350629004565,2.7484,1.8987094143127854,3.3143897948498684,0.5826764482546043,3.3143897948498684,0.5826764482546043,0.5886766666666666,11.324691555555555,4.026845347540699,11.324691555555555,4.026845347540699,73.9312,46.53442668132917,73.9312,46.53442668132917,0.082,0.3623203002869146,2.29,1.047807234180028,0.07633333333333332,0.03492690780600093,1000,0.082,0.3623203002869146,0.14,0.4694677837722201,0.5867366666666667,-0.4
nan,-0.32088064,0.2068518283051673,3.1336,2.0200373857926492,3.2650046599877185,0.5596774003662326,3.2650046599877185,0.5596774003662326,0.59354,10.973494222222222,3.8096098241341534,10.973494222222222,3.8096098241341534,71.5064,44.690343017703505,71.5064,44.690343017703505,0.102,0.5095056427557991,2.412,1.0724998834498771,0.0804,0.0357499961149959,1000,0.102,0.5095056427557991,0.208,0.6638795071396617,0.5916333333333333,-0.32
nan,-0.20316672,0.1301869608695187,3.5272,2.260190292873589,3.2206358076946495,0.5688500044197655,3.2206358076946495,0.5688500044197655,0.59939,10.696085333333333,3.835246309385682,10.696085333333333,3.835246309385682,69.9912,43.91677495627383,69.9912,43.91677495627383,0.104,0.4660300419500871,2.572,1.2429062716069943,0.08573333333333331,0.04143020905356648,1000,0.104,0.4660300419500871,0.202,0.6108977001102558,0.5974566666666666,-0.24
nan,-0.10082303999999999,0.06269546852172332,3.9384,2.4490417391298176,3.1631458041891625,0.5763673204712126,3.1631458041891625,0.5763673204712126,0.6036366666666667,10.337690666666667,3.8594767603294056,10.337690666666667,3.8594767603294056,65.8416,44.059002592432805,65.8416,44.059002592432805,0.138,0.5467686896668461,2.766,1.3458246542547807,0.09219999999999999,0.044860821808492685,1000,0.138,0.5467686896668461,0.276,0.8073561791427623,0.6015066666666666,-0.16
nan,-0.028669439999999997,0.0167596728514133,4.4796,2.618698883033328,3.11272277607307,0.5648469088408568,3.11272277607307,0.5648469088408568,0.60955,10.00809511111111,3.7157864622616184,10.00809511111111,3.7157864622616184,64.28,42.11614417298906,64.28,42.11614417298906,0.14,0.6167657578043709,2.96,1.4718695594379276,0.09866666666666665,0.04906231864793093,1000,0.14,0.6167657578043709,0.354,1.0142406026185304,0.60763,-0.08
nan,0.0,0.0,5.0648,2.8113699436395776,3.033295381097671,0.5647465684420677,3.033295381097671,0.5647465684420677,0.6150866666666667,9.519819555555555,3.5934839505344174,9.519819555555555,3.5934839505344174,60.1456,39.80793389062035,60.1456,39.80793389062035,0.168,0.6322784196855054,3.156,1.5797670714380647,0.1052,0.05265890238126882,1000,0.168,0.6322784196855054,0.402,1.01212449827084,0.6132433333333334,-0.0
nan,-0.03622144,0.019356088559582485,5.6596,3.0243888374347634,2.9703796560279363,0.5569881598081501,2.9703796560279363,0.5569881598081501,0.5866866666666667,9.133391111111111,3.481784616142265,9.133391111111111,3.481784616142265,57.484,38.31579496761094,57.484,38.31579496761094,0.222,0.7434487204911985,3.35,1.675559608011604,0.11166666666666666,0.055851986933720135,1000,0.222,0.7434487204911985,0.482,1.0833632816373278,0.58483,0.08
nan,-0.12220208000000002,0.06224433246227002,6.2348,3.1757312480750004,2.904080467302485,0.5568253022357683,2.904080467302485,0.5568253022357683,0.5645266666666666,8.74373777777778,3.4260853411466203,8.74373777777778,3.4260853411466203,53.896,37.20495106837261,53.896,37.20495106837261,0.32,0.9620810776644555,3.664,1.9118326286576448,0.12213333333333333,0.06372775428858816,1000,0.32,0.9620810776644555,0.674,1.3941750248803053,0.5624366666666667,0.14
nan,-0.2782720000000001,0.13888086267013178,6.9568,3.472021566753294,2.834865205039064,0.5564176512226748,2.834865205039064,0.5564176512226748,0.53686,8.346061333333335,3.3601488713332586,8.346061333333335,3.3601488713332586,50.164,35.58049330742901,50.164,35.58049330742901,0.472,1.178650075298008,4.174,2.321147130192311,0.13913333333333336,0.07737157100641036,1000,0.472,1.178650075298008,0.942,1.6390960923631048,0.53503,0.2
nan,-0.4715,0.228747131129551,7.544,3.659954098072816,2.781234923954327,0.5637712972070728,2.781234923954327,0.5637712972070728,0.51658,8.053105777777779,3.3699876527701713,8.053105777777779,3.3699876527701713,48.7336,35.122474728298975,48.7336,35.122474728298975,0.558,1.2339513766757586,4.44,2.4507957891264622,0.148,0.08169319297088208,1000,0.558,1.2339513766757586,1.098,1.7471107577941358,0.5145866666666666,0.25
nan,-0.7517159999999999,0.34724857860616215,8.3524,3.858317540068469,2.6852623560037117,0.5485478521478901,2.6852623560037117,0.5485478521478901,0.48795333333333335,7.511538666666666,3.1843890644034913,7.511538666666666,3.1843890644034913,44.068,33.21599879576106,44.068,33.21599879576106,0.732,1.467029652052064,5.006,2.783875715616629,0.16686666666666666,0.09279585718722098,1000,0.732,1.467029652052064,1.432,1.9873037009979122,0.48599,0.3
