temperature_index,temperature,observable,n_samples,mean,std,tau_int,tau_int_samples,tau_int_cycles,sample_cycle_spacing,ess,drift,drift_in_std,block_mean_std,block_mean_range_over_std,acf_method
0,280.0,contacts,150,4.2,2.3065125189341593,1.525213032581454,1.525213032581454,1.525213032581454,1,98.34691731300117,-0.3733333333333331,-0.1618605276445023,0.4205816078823336,0.49136231606366815,geyer_initial_positive_sequence
0,280.0,rg,150,4.174031259621542,0.7125915626516081,1.1240557916492087,1.1240557916492087,1.1240557916492087,1,133.44533350957678,0.06144768186195115,0.08623127901388504,0.07758054175822929,0.3159282309388058,geyer_initial_positive_sequence
0,280.0,rg2,150,17.93032369146006,6.240812216942684,1.1401263082792874,1.1401263082792874,1.1401263082792874,1,131.56437046557102,0.3964600550964157,0.06352699637718594,0.6349764187168051,0.2952439393175219,geyer_initial_positive_sequence
0,280.0,ree2,150,115.8,75.11591043181198,1.1359652157474356,1.1359652157474356,1.1359652157474356,1,132.0462967708953,-0.7999999999999972,-0.010650207065335562,11.765032936630485,0.43044586889064723,geyer_initial_positive_sequence
0,280.0,m_long_fixed,30,0.26666666666666666,0.7717224601860151,1.0,1.0,5.0,5,30.0,-0.1333333333333333,-0.17277368511627197,0.27080128015453203,0.86386842558136,geyer_initial_positive_sequence
0,280.0,m_global_scaled,30,0.26666666666666666,0.7717224601860151,1.0,1.0,5.0,5,30.0,-0.1333333333333333,-0.17277368511627197,0.27080128015453203,0.86386842558136,geyer_initial_positive_sequence
0,280.0,smax,30,2.8333333333333335,1.2931443160847214,1.0,1.0,5.0,5,30.0,-0.19999999999999973,-0.15466177866793993,0.2357022603955158,0.5155392622264671,geyer_initial_positive_sequence
0,280.0,largest_component_fraction,30,0.06439393939393939,0.029389643547380037,1.0,1.0,5.0,5,30.0,-0.004545454545454526,-0.15466177866793945,0.005356869554443541,0.5155392622264671,geyer_initial_positive_sequence
0,280.0,energy,150,515.9891176520775,283.3655617853113,1.525213032581454,1.525213032581454,1.525213032581454,1,98.34691731300117,-45.865699346851216,-0.16186052764450198,51.67036494092794,0.4913623160636684,geyer_initial_positive_sequence
1,280.2005,contacts,150,4.08,2.588487331757037,1.9971758337976597,1.9971758337976597,1.9971758337976597,1,75.1060559924625,-1.2266666666666666,-0.47389324707802166,0.7915105109149775,0.8241621688313421,geyer_initial_positive_sequence
1,280.2005,rg,150,4.225717055666062,0.7490140032223651,2.4241464246214104,2.4241464246214104,2.4241464246214104,1,61.877450337359946,0.3300953213193596,0.4407064753118666,0.21592985200490347,0.7615999098739006,geyer_initial_positive_sequence
1,280.2005,rg2,150,18.417706611570246,6.513695974432354,2.659533283035949,2.659533283035949,2.659533283035949,1,56.40087340015155,2.8047245179063403,0.4305887976527431,1.960981527272489,0.7827911613280335,geyer_initial_positive_sequence
1,280.2005,ree2,150,117.93333333333334,74.23374494721986,1.9710401517546634,1.9710401517546634,1.9710401517546634,1,76.10195046836904,17.439999999999998,0.23493358731126693,19.84146051971869,0.7552719683821694,geyer_initial_positive_sequence
1,280.2005,m_long_fixed,30,0.13333333333333333,0.42687494916218993,1.0,1.0,5.0,5,30.0,0.0,0.0,0.1632993161855452,0.7808688094430303,geyer_initial_positive_sequence
1,280.2005,m_global_scaled,30,0.13333333333333333,0.42687494916218993,1.0,1.0,5.0,5,30.0,0.0,0.0,0.1632993161855452,0.7808688094430303,geyer_initial_positive_sequence
1,280.2005,smax,30,2.3666666666666667,0.7520342781785652,2.34407334643091,2.34407334643091,11.72036673215455,5,12.798234340950998,-0.5999999999999996,-0.7978359729202849,0.39999999999999997,1.551347725122777,geyer_initial_positive_sequence
1,280.2005,largest_component_fraction,30,0.05378787878787878,0.017091688140421935,2.344073346430911,2.344073346430911,11.720366732154554,5,12.798234340950994,-0.01363636363636362,-0.7978359729202843,0.00909090909090909,1.5513477251227767,geyer_initial_positive_sequence
1,280.2005,energy,150,499.713173224023,317.03461235355235,1.9971758337976597,1.9971758337976597,1.9971758337976597,1,75.1060559924625,-150.24056188434668,-0.4738932470780213,96.94319339448317,0.8241621688313424,geyer_initial_positive_sequence
2,302.4,contacts,150,5.126666666666667,2.6715704910948705,2.054525693955792,2.054525693955792,2.054525693955792,1,73.00955176237753,-0.6266666666666669,-0.23456864370808522,0.4223742416388575,0.4491739985899503,geyer_initial_positive_sequence
2,302.4,rg,150,4.2381715807921125,0.741458802563111,1.6725293164859432,1.6725293164859432,1.6725293164859432,1,89.68452661574658,0.2365728446921418,0.3190640449264952,0.20513097678119502,0.6661489501196535,geyer_initial_positive_sequence
2,302.4,rg2,150,18.511859504132232,6.632903135013702,1.6291480664371711,1.6291480664371711,1.6291480664371711,1,92.07266244868653,2.176528925619831,0.32814121981224054,1.8446821146625103,0.7053439295285047,geyer_initial_positive_sequence
2,302.4,ree2,150,122.10666666666667,77.1283040711313,1.1144489507024131,1.1144489507024131,1.1144489507024131,1,134.59566712809792,18.53333333333333,0.2402922449356728,23.226942210382415,0.9265945560109397,geyer_initial_positive_sequence
2,302.4,m_long_fixed,30,0.36666666666666664,0.8359957469322967,1.0,1.0,5.0,5,30.0,-0.06666666666666671,-0.07974522228289006,0.33993463423951903,0.9968152785361252,geyer_initial_positive_sequence
2,302.4,m_global_scaled,30,0.36666666666666664,0.8359957469322967,1.0,1.0,5.0,5,30.0,-0.06666666666666671,-0.07974522228289006,0.33993463423951903,0.9968152785361252,geyer_initial_positive_sequence
2,302.4,smax,30,2.966666666666667,0.6574360974438673,1.0,1.0,5.0,5,30.0,-0.3333333333333335,-0.507020126563394,0.1247219128924646,0.5070201265633933,geyer_initial_positive_sequence
2,302.4,largest_component_fraction,30,0.06742424242424241,0.014941729487360621,1.0,1.0,5.0,5,30.0,-0.007575757575757569,-0.5070201265633933,0.0028345889293741925,0.5070201265633933,geyer_initial_positive_sequence
2,302.4,energy,150,414.57424899300065,216.03985630250676,2.054525693955792,2.054525693955792,2.054525693955792,1,73.00955176237753,-50.676176079768595,-0.23456864370808503,34.15581612901517,0.4491739985899511,geyer_initial_positive_sequence
3,328.6957,contacts,150,6.386666666666667,3.326232436589816,1.2555321314179815,1.2555321314179815,1.2555321314179815,1,119.47125545133757,0.5066666666666659,0.1523244921470733,0.6057502235520291,0.5411528010488138,geyer_initial_positive_sequence
