T,E_mean,E_std,C_mean,C_std,Rg_mean,Rg_std,Rg_mean_lattice,Rg_std_lattice,local_acc_rate,Rg2_mean,Rg2_std,Rg2_mean_lattice,Rg2_std_lattice,Ree2_mean,Ree2_std,Ree2_mean_lattice,Ree2_std_lattice,m_long_mean,m_long_std,Smax_mean,Smax_std,largest_component_fraction_mean,largest_component_fraction_std,n_structural_samples,m_long_fixed_mean,m_long_fixed_std,m_global_scaled_mean,m_global_scaled_std,state_changing_acceptance_rate,K
nan,-1.5776853333333338,0.683173439900066,9.860533333333333,4.269833999375411,2.5566938539416895,0.5279279729510459,2.5566938539416895,0.5279279729510459,0.43679111111111113,6.815391407407407,2.948261074265062,6.815391407407407,2.948261074265062,39.0912,31.082156980492844,39.0912,31.082156980492844,1.0173333333333334,1.731579112319799,5.969333333333333,3.4787535443348414,0.19897777777777775,0.11595845147782805,1500,1.0173333333333334,1.731579112319799,2.0493333333333332,2.542223348873099,0.43488,0.4
nan,-2.2024440000000003,0.8872278945479567,10.876266666666666,4.381372318755341,2.4712426306931485,0.5228201385580369,2.4712426306931485,0.5228201385580369,0.4076622222222222,6.380381037037036,2.8889919086467537,6.380381037037036,2.8889919086467537,35.50346666666667,29.51032115462129,35.50346666666667,29.51032115462129,1.196,1.9072451336941458,6.3853333333333335,3.7129752071470783,0.21284444444444445,0.12376584023823593,1500,1.196,1.9072451336941458,2.2453333333333334,2.5599111095678477,0.4057177777777778,0.45
nan,-2.917666666666667,1.1400019980489313,11.670666666666667,4.560007992195725,2.3956576399421867,0.4992143734961458,2.3956576399421867,0.4992143734961458,0.3779777777777778,5.988390518518519,2.651910790545129,5.988390518518519,2.651910790545129,32.672533333333334,26.89914928485451,32.672533333333334,26.89914928485451,1.4826666666666666,2.1264288268257547,7.073333333333333,4.039301369736549,0.23577777777777775,0.13464337899121828,1500,1.4826666666666666,2.1264288268257547,2.6973333333333334,2.791485785184816,0.37609777777777775,0.5
nan,-3.489751786666667,1.2939099634913325,12.423466666666666,4.606301044824964,2.335834601626206,0.48251191786605424,2.335834601626206,0.48251191786605424,0.3614511111111111,5.688941037037037,2.5198811325900774,5.688941037037037,2.5198811325900774,30.585066666666666,26.171018901236707,30.585066666666666,26.171018901236707,1.652,2.23134398961702,7.653333333333333,4.4640589402719835,0.25511111111111107,0.14880196467573276,1500,1.652,2.23134398961702,2.98,2.9594368833726907,0.3596311111111111,0.53
nan,-3.926853333333334,1.3865168667644194,12.981333333333334,4.583526832279071,2.29032637656001,0.46148461707456306,2.29032637656001,0.46148461707456306,0.34746666666666665,5.458562962962962,2.3649988047802046,5.458562962962962,2.3649988047802046,28.5712,24.610320272059308,28.5712,24.610320272059308,1.692,2.338618395548962,7.964,4.447625283976458,0.2654666666666667,0.1482541761325486,1500,1.692,2.338618395548962,3.082666666666667,3.0315836712113944,0.34558222222222224,0.55
nan,-4.36093776,1.4977659152424927,13.4224,4.609928948114782,2.252600011963839,0.456599347216233,2.252600011963839,0.456599347216233,0.3338,5.282689777777778,2.323786111572729,5.282689777777778,2.323786111572729,26.933866666666667,23.396453286389846,26.933866666666667,23.396453286389846,2.012,2.398024742713608,8.649333333333333,4.511729109283442,0.28831111111111113,0.15039097030944804,1500,2.012,2.398024742713608,3.566666666666667,3.0763976047029784,0.3318933333333333,0.57
nan,-4.804429786666666,1.6035365391369851,13.801866666666667,4.606539899847704,2.2274392202411843,0.44382395757386767,2.2274392202411843,0.44382395757386767,0.3239222222222222,5.158465185185185,2.227856196990044,5.158465185185185,2.227856196990044,26.371733333333335,22.994537343948068,26.371733333333335,22.994537343948068,2.04,2.382379762618322,8.684,4.575894520928849,0.28946666666666665,0.152529817364295,1500,2.04,2.382379762618322,3.58,3.1565170679088683,0.32206,0.59
nan,-5.053344,1.6790656025492272,14.037066666666666,4.6640711181922985,2.2093658737037534,0.44037718576565815,2.2093658737037534,0.44037718576565815,0.31803555555555557,5.07522962962963,2.2016464754979856,5.07522962962963,2.2016464754979856,25.432533333333332,22.063027479977045,25.432533333333332,22.063027479977045,2.3453333333333335,2.61471698064798,9.218666666666667,4.8970928337353605,0.3072888888888889,0.16323642779117867,1500,2.3453333333333335,2.61471698064798,4.048,3.3866939631445887,0.31617555555555554,0.6
nan,-5.317557066666667,1.7290994765451548,14.290666666666667,4.646867714445459,2.187223038899519,0.4219520426011725,2.187223038899519,0.4219520426011725,0.3105688888888889,4.961988148148149,2.085417022694181,4.961988148148149,2.085417022694181,24.703466666666667,21.244872353477568,24.703466666666667,21.244872353477568,2.288,2.473268283061908,9.386666666666667,4.930972408043761,0.31288888888888894,0.16436574693479203,1500,2.288,2.473268283061908,4.016,3.210359896750934,0.30858,0.61
nan,-5.86163088,1.8764944759562778,14.768533333333334,4.727877238488984,2.155149446032568,0.41888588396368026,2.155149446032568,0.41888588396368026,0.3013711111111111,4.820134518518518,2.064998484921433,4.820134518518518,2.064998484921433,23.8048,21.48244004514695,23.8048,21.48244004514695,2.473333333333333,2.6043467937704117,9.662666666666667,4.996219192771893,0.32208888888888887,0.16654063975906308,1500,2.473333333333333,2.6043467937704117,4.248,3.437028173679504,0.29949555555555557,0.63
nan,-6.745527360000001,2.0419154104250823,15.4856,4.687592769570895,2.1101070138121676,0.4046076534417754,2.1101070138121676,0.4046076534417754,0.2854088888888889,4.616258962962963,1.961140709049524,4.616258962962963,1.961140709049524,22.333333333333332,20.320034995595414,22.333333333333332,20.320034995595414,2.576,2.730852858235561,10.106666666666667,5.12477208165289,0.33688888888888885,0.1708257360550963,1500,2.576,2.730852858235561,4.425333333333334,3.4209781577138947,0.2834888888888889,0.66
