replicate,h1,s1,h2,s2,train_objective,validation_objective,all_objective,train_rmse,validation_rmse,all_rmse,T_bias_zero,T_rg_max_slope,collapse_detected
144,124.3094946408147,-3.052413735544775,297.5005252710023,10.0,0.006141130734068322,0.00462910320730785,0.005559581685314293,0.07836536692996672,0.06803751323577199,0.07456260245803048,,310.08,True
145,622.5208917971412,-3.0569685755742366,-854.1566423009549,10.0,0.005798767659796391,0.004395770776160166,0.0052591534737824585,0.0761496399190199,0.06630060916884675,0.07252002119265037,,309.84000000000003,True
146,2000.0,6.350408140178684,-2000.0,-5.335764684693058,0.00929116708115824,0.0061782202770615455,0.008093879848813358,0.09639070017983187,0.07860165568906005,0.08996599273510718,314.9403874289764,317.03999999999996,True
147,837.1578461540839,-3.108222747529345,-1384.5272971108434,10.0,0.00575657589107881,0.004065507310364929,0.005106164898496548,0.07587210219229996,0.06376133083903542,0.0714574341723557,,310.44,True
148,1340.4059801075039,-0.85115988066188,-935.6794277603824,10.0,0.016423498930674605,0.02127041376804891,0.018287696945049333,0.12815419981676218,0.14584379921014437,0.13523201153961045,,310.2,True
149,183.99679384913463,-2.8909980260462627,278.5820620835161,10.0,0.006382498994403434,0.005730633720793873,0.0061317815814766795,0.0798905438359474,0.07570094927273946,0.07830569316133201,,311.88,True
150,109.25720958862743,-3.1260922393669657,284.02083951339426,10.0,0.006233345014335583,0.004228625715339227,0.005462299130106215,0.07895153585799064,0.06502788413703176,0.07390736857787737,,312.36,True
151,358.8507102966204,-2.972820182134066,-185.46554453893202,10.0,0.00599419555406049,0.004997610689104798,0.005610893682923686,0.07742219032073744,0.07069378112044084,0.0749058988526517,,310.44,True
152,441.6000633177276,-2.8779582404969344,-280.6391429189825,10.0,0.012296408642881404,0.009296121431162627,0.011142452022989567,0.11088917279374666,0.09641639607018418,0.10555781365199626,,322.8,True
153,377.2602560458651,-3.0551790204781564,-284.87371897533956,10.0,0.0057757556028088545,0.004362739257402691,0.005232287777652638,0.07599839210673377,0.06605103524853105,0.07233455452031648,,311.28,True
154,1131.7085506371711,-3.017360026410889,-2000.0,10.0,0.0057446769890464894,0.004601033401700892,0.0053048140708366436,0.0757936474188074,0.06783091774184463,0.07283415456251718,,310.32,True
155,135.4496540608169,-3.05954924491313,272.619860171618,10.0,0.006106974940633127,0.004519063699911596,0.0054962398480479235,0.07814713648389893,0.06722398158329805,0.0741366295973045,,313.2,True
156,822.79363282456,-3.1647540583472575,-1385.7688691772582,10.0,0.0064090596826070784,0.004132441625631737,0.005533437353001178,0.08005660299192739,0.06428406976562497,0.07438707786303464,,313.92,True
157,1025.5349473028505,-3.1300430098339245,-1839.1654063230742,9.99147258641362,0.005953576331790163,0.004076628568407018,0.0052316733458735686,0.07715942153612974,0.0638484813320334,0.07233030724304694,,309.36,True
158,627.1782833448472,-3.0487890065272305,-858.0852474528667,10.0,0.005735731089694895,0.0043951933234854055,0.005220139641152783,0.07573460958963804,0.06629625421911411,0.07225053384683593,,310.44,True
159,787.2250066791851,-2.33478058971723,-1176.2248442381278,8.52123345140342,0.005935974661502001,0.004952596487078256,0.005557752286723638,0.0770452766981987,0.07037468640838307,0.07455033391423299,,310.08,True
160,1189.9726855178208,-1.2104392546110396,-802.5954825922289,10.0,0.01713017585795228,0.019527759720578082,0.018052323497423736,0.1308822977256752,0.1397417608325374,0.13435893530920723,,317.15999999999997,True
161,370.9762683072761,-3.081748709009364,-286.1702658855094,10.0,0.005909893566158887,0.00427230003079653,0.005280049898711827,0.07687583213311507,0.06536283371149487,0.07266395185173889,,312.96,True
162,657.7308164615995,-3.082637292828673,-953.806524131773,10.0,0.005818069554849345,0.0042635686580241045,0.005220184594531945,0.07627627124374489,0.06529600797923335,0.0722508449399171,,309.72,True
163,161.61608710974525,-2.9623780216677025,277.73798551764344,10.0,0.006138785877736915,0.005138534600999374,0.005754073848222476,0.07835040445164859,0.07168357274159383,0.07585561184396628,,311.15999999999997,True
164,131.27067384816266,-3.068488900508156,279.9436159437799,10.0,0.006668505674765486,0.004813151126049584,0.005954907771413216,0.08166091889493704,0.06937687745963769,0.07716804890246491,,315.36,True
165,1091.1547270069073,-3.1281562705446966,-1985.3149426856735,9.999683648737877,0.005827606353352343,0.0040061943396185115,0.005127063271147023,0.07633876049132801,0.06329450481375545,0.07160351437706827,,310.2,True
166,938.0089846042067,-2.998243622780052,-1568.2217273824474,9.89979267808521,0.00565558363321021,0.004383991801526724,0.005166509851793484,0.07520361449564913,0.06621171951797297,0.07187843801720711,,311.4,True
167,399.41817856156035,-2.66763411393905,-258.40242684612844,9.363947174475172,0.006134228885418083,0.005253988416378974,0.005795674858864579,0.07832131820531421,0.0724844011934911,0.07612932982014606,,310.44,True
168,750.1482703769781,-1.4452274990133431,-0.022868734382963263,10.0,0.014559626321505151,0.018520995556056016,0.016083229873255483,0.12066327660686639,0.13609186440069082,0.12681967462998586,,310.08,True
169,450.48206843152457,-2.7829301344886184,-280.6080538477612,9.931515701401686,0.006667529307725691,0.006430081290813172,0.006576203147374722,0.08165494049796185,0.08018778766628477,0.0810937922863071,,311.4,True
170,395.6910800104134,-3.008462571137004,-281.8270217772069,10.0,0.007444464692861979,0.005671743711714553,0.006762648930882201,0.08628131137657784,0.07531098002094086,0.08223532653842995,,317.4,True
171,721.4757303139099,-2.9553400729925627,-1007.3713346991228,10.0,0.0058746878767895975,0.005048067745078588,0.005556757056900747,0.07664651248941205,0.0710497554188513,0.07454365873030883,,311.28,True
172,145.00329747750882,-3.0065696923171106,282.89846018839506,10.0,0.006126947496540277,0.0048772656555014175,0.0056463006346022535,0.07827482032263171,0.06983742303021652,0.07514187004994122,,310.32,True
173,441.5278535670078,-0.5579249730487239,-280.60947798595197,4.743051938559903,0.007372200112796611,0.00635522222554027,0.006981054771544172,0.08586151706554346,0.07971964767571586,0.08355270654828706,,312.84000000000003,True
174,441.45008241228095,-2.8527798150341193,-280.67213057371885,10.0,0.006815913355999402,0.006262662364000002,0.00660312451292271,0.08255854502109035,0.07913698480483068,0.08125961181868094,,314.64,True
175,1160.3714344295468,-2.9111559079605236,-1988.3958795282902,9.999419862896266,0.0060364740192591715,0.005440521423853056,0.005807261482564511,0.07769474898124822,0.07375989034599398,0.07620539011490271,,311.4,True
176,443.02672751368556,-2.8471720631364903,-280.56812880709947,10.0,0.006808202291388843,0.0062969047771102,0.006611549401281672,0.0825118312206731,0.07935303886499999,0.08131143462811163,,314.52,True
177,744.8687010840978,-3.0774053909225567,-1147.9073641836844,10.0,0.005682431077157731,0.0041807544663162634,0.005104863149911014,0.07538190152256528,0.06465875398054206,0.07144832503222881,,311.52,True
178,388.0217420423159,-3.0148379215799284,-280.5130281226575,10.0,0.005798222164414576,0.00461649865512108,0.005343713122378616,0.07614605810161532,0.06794482066442652,0.07310070534802394,,311.52,True
179,94.67857820820947,-2.726502302937082,347.8707455756301,9.158018342115193,0.007127377554507215,0.004962676472695371,0.006294800215348813,0.08442379732342781,0.07044626656321377,0.07933977700591811,,315.96,True
180,440.96419907470766,-2.838121940250858,-280.6699728630781,10.0,0.006772430172537899,0.006281523946473791,0.006583620085590166,0.08229477609507119,0.0792560656762231,0.08113951001571408,,309.72,True
181,1340.4135830126543,1.2039901189596098,-935.6608346183913,5.264210122941536,0.01627326331413909,0.02078211902575819,0.018007438587838744,0.12756670143160043,0.144160046565469,0.13419179776662485,,310.2,True
182,1338.7610257282527,4.336842078418896,-936.3123370491851,-2.064405699254973,0.015224204920239584,0.010654588670063685,0.013466660208633466,0.12338640492469008,0.1032210669876246,0.11604594007820121,308.6948986199496,315.24,True
183,578.7196884462095,-3.017151727747372,-719.7075085978249,10.0,0.005778553550734144,0.0045926422489939705,0.005322433819295615,0.07601679781952239,0.06776903606363285,0.07295501229727547,,312.6,True
184,925.7141607898589,-2.926675527277789,-1459.2227125781646,9.999280162263462,0.0060019085753048726,0.005310094556047286,0.005735826260205801,0.07747198574520259,0.07287039560786868,0.0757352379028798,,310.92,True
185,441.91408115695066,-2.841007384261235,-280.6312051649198,10.0,0.006486519177364383,0.006138873123151027,0.006352809156513093,0.08053892957672322,0.07835096121395721,0.07970451151919253,,311.64,True
186,106.87886948969063,-3.1128255952482595,296.5661587148466,10.0,0.0061576767168142685,0.0042783889989303145,0.005434873748397364,0.07847086540120651,0.06540939534142105,0.07372159621438866,,310.92,True
187,371.6200268381375,-3.0731248474085078,-281.5444745231325,10.0,0.005890814906392584,0.004311447795598381,0.005283366017625581,0.07675164432370543,0.06566161584669068,0.07268676645460012,,312.84000000000003,True
188,370.73002171298197,-3.0837363102212727,-290.07996285197254,10.0,0.005802383702161018,0.004211235128193808,0.005190403481404399,0.07617337922240958,0.06489402998885034,0.07204445489698981,,311.28,True
189,136.0015409986336,-2.9781138911452874,323.7692809203203,10.0,0.0062206792054283,0.005101825450667137,0.005790350838212468,0.0788712825141591,0.07142706385304619,0.07609435483800667,,310.32,True
190,667.7581453776717,-2.9658085549609012,-892.4425586400946,10.0,0.0058975911970068524,0.0049948477780667536,0.005550382189722198,0.07679577590601486,0.07067423701793146,0.07450088717406121,,310.56,True
191,966.3802526604076,-3.0468543278012463,-1638.3084754659694,10.0,0.005662186896627341,0.00436285002173273,0.005162441944744798,0.0752475042551402,0.066051873718561,0.07185013531472852,,310.92,True
192,359.72565178681793,-2.9535382096507687,-173.18534009884985,10.0,0.0060296805496654025,0.005135266558192336,0.0056856751683296075,0.07765101769883896,0.07166077419475969,0.0754034161582193,,310.8,True
193,2000.0,5.577899921885222,-2000.0,-3.8403249449673122,0.024129085309630375,0.016900850009335965,0.021348994809517137,0.15533539619040593,0.13000326922556973,0.1461129522305163,358.5578852271768,333.0,True
194,1085.517082085673,-1.7258400182015943,-2000.0,6.6614583124484295,0.00620966246272078,0.003955113631452016,0.005342528296848176,0.07880141155284454,0.06288969415931371,0.07309260083516099,,312.48,True
195,141.56672942882955,-3.02320630613107,282.0008615667874,10.0,0.006003028103874217,0.004682290286328027,0.0054950520202026055,0.07747921078505006,0.06842726274174664,0.07412861809181799,,311.88,True
196,880.9554457285489,-2.959595619439456,-1372.7305882999958,10.0,0.006116872504375018,0.005175920955060727,0.005754968062331061,0.07821043731098183,0.07194387364509036,0.07586150580057754,,314.03999999999996,True
197,791.2862319837127,-2.9710089335613663,-1183.3638663696715,10.0,0.006044310294202728,0.005061051811723215,0.0056661339547875314,0.0777451625131926,0.07114106979602722,0.07527372685597233,,309.48,True
198,177.34220515051072,-2.90728420723808,279.23162176209166,10.0,0.006430422785664485,0.005651561480301401,0.006130860745140221,0.08018991698252645,0.0751768679867777,0.07829981318713489,,310.56,True
199,441.84215186850594,-2.8381801720441064,-280.58222374934206,10.0,0.006590831794776911,0.006199638348787176,0.006440372777088551,0.08118393803442224,0.07873778221913019,0.08025193316729853,,310.68,True
