T,E_mean,E_std,C_mean,C_std,Rg_mean,Rg_std,Rg_mean_lattice,Rg_std_lattice,local_acc_rate,Rg2_mean,Rg2_std,Rg2_mean_lattice,Rg2_std_lattice,Ree2_mean,Ree2_std,Ree2_mean_lattice,Ree2_std_lattice,m_long_mean,m_long_std,Smax_mean,Smax_std,largest_component_fraction_mean,largest_component_fraction_std,n_structural_samples
300.0,-266.2061666666669,121.45891585898055,6.638888888888889,3.0290517197610956,2.7321061389793706,0.4128832626313533,2.7321061389793706,0.4128832626313533,0.5625,7.634876543209878,2.315888096038529,7.634876543209878,2.315888096038529,40.5,25.588083163847973,40.5,25.588083163847973,0.0,0.0,4.75,1.479019945774904,0.15833333333333333,0.04930066485916347,24
320.0,-453.5679999999999,166.65152454820205,6.666666666666667,2.4494897427831783,2.794983025054852,0.4613274065942562,2.794983025054852,0.4613274065942562,0.536875,8.024753086419755,2.628328481055709,8.024753086419755,2.628328481055709,51.77777777777778,31.37329996377946,51.77777777777778,31.37329996377946,0.25,0.6614378277661477,4.0,1.5,0.13333333333333333,0.05,24
340.0,-679.8044999999998,335.04540779415254,7.083333333333333,3.491060010942235,2.8182470046264765,0.6383445941761325,2.8182470046264765,0.6383445941761325,0.4979166666666667,8.35,4.011109606374328,8.35,4.011109606374328,52.0,43.24735059322517,52.0,43.24735059322517,0.25,0.6614378277661477,3.75,2.222048604328897,0.125,0.07406828681096324,24
360.0,-963.7413333333336,396.28597454697905,7.777777777777778,3.1981862143609456,2.7668676813135398,0.5180674197308558,2.7668676813135398,0.5180674197308558,0.49125,7.923950617283952,3.014721429580662,7.923950617283952,3.014721429580662,45.72222222222222,31.690001149250627,45.72222222222222,31.690001149250627,1.75,2.0463381929681126,4.5,1.5,0.15000000000000002,0.05,24
