rg_weight,is_production,contact_only_fit,pareto_efficient,is_knee,fit_objective,h,s,Tc,contact_train_sum,contact_train_mean,contact_val_sum,contact_val_mean,contact_all_sum,contact_all_mean,rg_train_sum,rg_train_mean,rg_val_sum,rg_val_mean,rg_all_sum,rg_all_mean,combined_train_sum,combined_train_mean,combined_val_sum,combined_val_mean,combined_all_sum,combined_all_mean
0,0,1,0,0,2.39082517,350.0539089,1.352984675,258.7271795,2.39082517,0.0569244088,1.248415437,0.05674615623,3.639240607,0.05686313448,0.5729140283,0.0136408102,0.3048047852,0.01385476296,0.8777188135,0.01371435646,2.39082517,0.0569244088,1.248415437,0.05674615623,3.639240607,0.05686313448
0.1,0,0,1,0,2.447896391,344.9363755,1.33628545,258.1307575,2.391027534,0.056929227,1.248316786,0.05674167208,3.63934432,0.056864755,0.5686885759,0.01354020419,0.3022186022,0.01373720919,0.8709071781,0.01360792466,2.447896391,0.05828324742,1.278538646,0.058115393,3.726435038,0.05822554746
0.25,0,0,1,0,2.5328247,338.590769,1.315584998,257.36898,2.391835352,0.05694846075,1.248514235,0.05675064706,3.640349587,0.05688046229,0.563957393,0.01342755698,0.299301071,0.01360459414,0.863258464,0.0134884135,2.5328247,0.06030535,1.323339503,0.06015179559,3.856164203,0.06025256567
0.5,1,0,1,0,2.673108561,330.5286749,1.289290462,256.3647871,2.39373954,0.05699379856,1.249268537,0.0567849335,3.643008077,0.0569220012,0.5587380426,0.01330328673,0.2960448046,0.01345658203,0.8547828472,0.01335598199,2.673108561,0.06364544193,1.397290939,0.06351322452,4.0703995,0.06359999219
1,0,0,1,1,2.950911751,319.9300063,1.254729506,254.9792642,2.397714753,0.05708844649,1.251104483,0.0568683856,3.648819236,0.05701280056,0.5531969989,0.01317135712,0.2925156958,0.01329616799,0.8457126947,0.01321426086,2.950911751,0.07025980361,1.543620179,0.0701645536,4.494531931,0.07022706142
2,0,0,1,0,3.501572124,308.6841686,1.218066404,253.4214618,2.40372535,0.05723155596,1.254081957,0.05700372533,3.657807308,0.05715323918,0.5489233867,0.01306960445,0.2896858374,0.01316753807,0.8386092242,0.01310326913,3.501572124,0.08337076485,1.833453632,0.08333880146,5.335025756,0.08335977744
4,0,0,1,0,4.596499121,299.1660939,1.187040238,252.0269191,2.410227883,0.05738637816,1.257414945,0.05715522476,3.667642827,0.05730691918,0.5465678096,0.01301351928,0.2880095757,0.01309134435,0.8345773853,0.01304027165,4.596499121,0.1094404553,2.409453248,0.1095206022,7.005952369,0.1094680058
