rg_weight,temp_index,temperature,in_validation,contact_loss,rg_loss,b_T,pred_mean_contacts,pred_mean_rg
1,14,296.082,0,0.04998841822,0.01254676308,-0.1741842306,10.68458124,1.650504049
1,15,297.266,1,0.04973397937,0.01233895063,-0.1784880043,10.77686325,1.646527054
1,16,298.454,0,0.04997227057,0.01039791825,-0.1827719975,10.86998725,1.642524172
1,17,299.647,0,0.05019298393,0.01100832103,-0.1870398371,10.96403771,1.638491981
1,18,300.845,1,0.05318501932,0.01064024209,-0.1912915023,11.05902107,1.634430427
1,19,302.047,0,0.05449004606,0.01120653931,-0.1955234678,11.1548635,1.630342878
1,20,303.254,0,0.05623442656,0.01140715927,-0.1997392792,11.25164978,1.626225925
1,21,304.467,1,0.05554855824,0.01050728167,-0.2039423723,11.34946616,1.622076136
1,22,305.683,0,0.05773273324,0.01087992544,-0.2081223796,11.44807496,1.6179038
1,23,306.905,0,0.05649893959,0.01014921131,-0.2122896428,11.54772329,1.61369867
1,24,308.132,1,0.0528395124,0.01089591336,-0.2164407005,11.64833433,1.60946422
1,25,309.364,0,0.05377126212,0.01073536122,-0.2205755442,11.74991161,1.605200521
1,26,310.6,0,0.0502372368,0.01167972562,-0.224690851,11.85237501,1.600911136
1,27,311.842,1,0.05127764921,0.0114141523,-0.2287932747,11.9558928,1.596589239
1,28,313.088,0,0.05491438609,0.01216585972,-0.2328762052,12.06030016,1.592241923
1,29,314.34,0,0.05331949727,0.0115958977,-0.2369461942,12.16576594,1.587862368
1,30,315.596,1,0.05484013303,0.0118879654,-0.2409967393,12.27212228,1.583457753
1,31,316.858,0,0.05495999199,0.01156891822,-0.2450342916,12.3795385,1.579021271
1,32,318.124,0,0.05636514142,0.01120984643,-0.2490524548,12.48784362,1.574560187
1,33,319.396,1,0.05927352295,0.01126578253,-0.2530575808,12.59720726,1.570067713
1,34,320.672,0,0.06089358269,0.01092331455,-0.2570433774,12.70745523,1.5655512
1,35,321.954,0,0.05916002363,0.01104282911,-0.261016099,12.8187573,1.561003884
1,36,323.241,1,0.06166343015,0.01085536775,-0.264972618,12.93102343,1.556429645
1,37,324.533,0,0.05851987421,0.01054074366,-0.2689129443,13.04424893,1.551828857
1,38,325.83,0,0.06114565282,0.01061999193,-0.272837089,13.15842824,1.547201923
1,39,327.132,1,0.06262829314,0.01199536732,-0.2767450648,13.2735549,1.542549278
1,40,328.44,0,0.06054237152,0.01191238367,-0.2806398512,13.38971051,1.537867805
1,41,329.753,0,0.06373016922,0.01331283248,-0.2845184504,13.5067985,1.533161572
1,42,331.071,1,0.06111077493,0.01407472081,-0.2883808792,13.62480952,1.528431109
1,43,332.394,0,0.06424211776,0.01434693915,-0.2922271557,13.74373327,1.523676977
1,44,333.723,0,0.06391660031,0.01530575395,-0.2960601718,13.86364879,1.518896172
