temperature,K,JS_contact_full,JS_contact_overlap,JS_rg,combined_score,n_direct_seeds
282.243,-0.32,0.05980713932946067,0.024048076206689945,0.06368229331662695,0.061744716323043805,2
282.243,-0.24,0.06801979472896043,0.032779928525298985,0.061173251862851136,0.06459652329590579,2
282.243,-0.16,0.07772600790261269,0.04310330821794972,0.058780825127524985,0.06825341651506883,2
282.243,-0.08,0.09613016962921322,0.06257807759780887,0.056303263277993565,0.0762167164536034,2
282.243,0.0,0.12588732946764317,0.09392302479731533,0.05726877332366075,0.09157805139565196,2
282.243,0.08,0.15838169228741017,0.12819698128630724,0.06769851897860804,0.1130401056330091,2
282.243,0.14,0.18655504374662538,0.15785700592087254,0.0806825248493792,0.13361878429800228,2
282.243,0.20000000000000004,0.21664592781687375,0.18953645972198313,0.08942514049210229,0.153035534154488,2
282.243,0.25,0.2479185672727,0.2224645670716569,0.10668851527115564,0.17730354127192782,2
282.243,0.3,0.28805416102455195,0.2646509454410564,0.1358412227199285,0.21194769187224022,2
282.243,0.3499999999999999,0.31842157211256905,0.29661840064518713,0.15298899067017172,0.23570528139137037,2
282.243,0.4,0.35294045902285975,0.333108235760069,0.18659953386406503,0.2697699964434624,2
282.243,0.45,0.39457503135627914,0.37687943351808273,0.22181172970715135,0.30819338053171524,2
282.243,0.5,0.4299977414259103,0.4141805417568116,0.2635366306929367,0.34676718605942347,2
282.243,0.53,0.4505104607065964,0.43587560937755754,0.29014042907276416,0.3703254448896803,2
282.243,0.55,0.46368965192699096,0.44985829782012526,0.30633295933690785,0.3850113056319494,2
282.243,0.57,0.4783330998678308,0.46523017939398625,0.3233417493641674,0.4008374246159991,2
282.243,0.59,0.49001662958265435,0.47760359410624353,0.34017312076501427,0.4150948751738343,2
282.243,0.6,0.4935596579081182,0.4814336598340804,0.3482617059655516,0.4209106819368349,2
282.243,0.61,0.5040055696479104,0.49244296928176684,0.36360196202108497,0.4338037658344977,2
282.243,0.63,0.5165141667393756,0.5055813680541716,0.3772308118360651,0.44687248928772033,2
282.243,0.65,0.5334913390059886,0.5234522395489547,0.4016651519130506,0.46757824545951954,1
282.243,0.66,0.5360590257105086,0.526217178453029,0.4083988796791014,0.47222895269480497,2
282.243,0.7,0.5530841784983538,0.5443864578591905,0.4345204280782211,0.49380230328828745,2
282.243,0.75,0.5759981290688874,0.5686765794679618,0.47562350049135416,0.5258108147801208,2
282.243,0.85,0.616519467362491,0.6115799724459643,0.5376498319201295,0.5770846496413102,1
282.243,0.95,0.6378346901152956,0.6344548383103421,0.583370840527006,0.6106027653211508,1
282.243,1.05,0.6602475551836007,0.6581021829750848,0.6196261138328604,0.6399368345082306,1
283.371,-0.4,0.05384255907847556,0.019873364184774298,0.0735742525782535,0.06370840582836453,2
283.371,-0.32,0.05741909987654342,0.023691844179687255,0.06383677755590951,0.060627938716226466,2
283.371,-0.24,0.06491202622431327,0.03164345493644345,0.061080049147360746,0.062996037685837,2
283.371,-0.16,0.07399645346197006,0.041279818809681304,0.05836107361454389,0.06617876353825697,2
283.371,-0.08,0.09173055041804576,0.05998476664357423,0.05582784626602939,0.07377919834203758,2
283.371,0.0,0.12078255025887716,0.09049115159580187,0.056603947812729524,0.08869324903580333,2
283.371,0.08,0.15274396884689612,0.12408957998046227,0.0664726710461568,0.10960831994652645,2
283.371,0.14,0.18067204359931116,0.15339505674584192,0.07899242752625796,0.12983223556278456,2
283.371,0.20000000000000004,0.21063395183211817,0.1848365705616405,0.08777960973560305,0.1492067807838606,2
283.371,0.25,0.2418348305867862,0.21758271644791444,0.10490567921863093,0.17337025490270858,2
283.371,0.3,0.2819461805401996,0.2596177995646901,0.13382375510065647,0.20788496782042803,2
283.371,0.3499999999999999,0.3123529779178338,0.2915265265848688,0.15080505963641622,0.231579018777125,2
283.371,0.4,0.34707244465994835,0.3281044459182966,0.1843951256741252,0.2657337851670368,2
283.371,0.45,0.38895999599069164,0.3720117231688228,0.21952846216984434,0.304244229080268,2
283.371,0.5,0.4247589449196645,0.40960179875902214,0.2613025953150465,0.3430307701173555,2
283.371,0.53,0.4454990619331166,0.4314681557202015,0.2879310828301195,0.36671507238161805,2
283.371,0.55,0.45889553055251586,0.44563359107906986,0.3040849630558564,0.38149024680418614,2
283.371,0.57,0.4737079447919562,0.46114323394819173,0.32118628558250517,0.3974471151872307,2
283.371,0.59,0.48555305324339215,0.47364692415007553,0.3379473348103662,0.4117501940268792,2
283.371,0.6,0.4891975816194337,0.47757059565847315,0.34604142208737454,0.41761950185340413,2
283.371,0.61,0.49977575633783766,0.488685131004557,0.36144076445920237,0.43060826039852,2
283.371,0.63,0.5125344449868211,0.5020541306591951,0.375059445901669,0.4437969454442451,2
283.371,0.65,0.5297924164754232,0.5201743560961148,0.39994052056388607,0.46486646851965463,1
283.371,0.66,0.532447505026493,0.5230205682040803,0.4063913186794437,0.4694194118529683,2
283.371,0.7,0.5498885973393228,0.5415645436014879,0.43270582427698867,0.49129721080815575,2
283.371,0.75,0.5733388513038471,0.566343575310229,0.4741138804327589,0.523726365868303,2
283.371,0.85,0.6150670912436544,0.6103829839952879,0.5364879045833828,0.5757774979135186,1
283.371,0.95,0.6371475555452715,0.6339652625766474,0.5826839413212925,0.609915748433282,1
283.371,1.05,0.6599333775141514,0.6579194040358352,0.6196748672018384,0.6398041223579949,1
284.504,-0.4,0.053453669292500776,0.019624048531393254,0.07285575457856752,0.06315471193553415,2
284.504,-0.32,0.056739357640141985,0.023135376768059407,0.06341722219922712,0.06007828991968455,2
284.504,-0.24,0.06367542742194685,0.03050033970031228,0.06041830628785859,0.06204686685490272,2
284.504,-0.16,0.07257467367370193,0.0399450412708303,0.05758672253577039,0.06508069810473616,2
284.504,-0.08,0.08983059699356101,0.05814651238115123,0.054746718134992045,0.07228865756427652,2
284.504,0.0,0.11863443577036648,0.08840045003860406,0.05482506928115236,0.08672975252575942,2
284.504,0.08,0.1502038784023258,0.12158090898207131,0.06473190671071787,0.10746789255652184,2
284.504,0.14,0.17778588018586394,0.15052086581413804,0.07700868607172609,0.127397283128795,2
284.504,0.20000000000000004,0.20738603863894306,0.18156583684509436,0.08549920831637245,0.14644262347765774,2
284.504,0.25,0.23831950551922115,0.21401152966348774,0.10227178086287146,0.17029564319104631,2
284.504,0.3,0.27823918178373463,0.25582600136689243,0.13096105697173777,0.2046001193777362,2
284.504,0.3499999999999999,0.30844647110581447,0.2875039079342433,0.1477731821226175,0.22810982661421597,2
284.504,0.4,0.3430990664457594,0.32398938617527634,0.18115164885823692,0.2621253576519982,2
284.504,0.45,0.38485693359273965,0.36773483807887475,0.2160787635561776,0.30046784857445863,2
284.504,0.5,0.42060459145686757,0.4052504881930594,0.2577261862796664,0.33916538886826697,2
284.504,0.53,0.44132630044702786,0.42708360508038107,0.28427376553396,0.3628000329904939,2
284.504,0.55,0.4546582059255463,0.44116909487479494,0.3004678021512436,0.37756300403839493,2
284.504,0.57,0.4695198929396681,0.4567230211994756,0.31769080524295223,0.3936053490913102,2
284.504,0.59,0.48145650616147323,0.469317176087227,0.33450833652169065,0.4079824213415819,2
284.504,0.6,0.48511136129047144,0.47324840459676265,0.3426497065645949,0.4138805339275332,2
284.504,0.61,0.4956336915417426,0.4842980962488855,0.3578121847777119,0.4267229381597272,2
284.504,0.63,0.5083167783994835,0.4975802494568743,0.3716127829129225,0.43996478065620304,2
284.504,0.65,0.5257072673173737,0.5158302181723879,0.3962846848372965,0.4609959760773351,1
284.504,0.66,0.528330682009607,0.5186404937122843,0.4030824180194269,0.46570655001451694,2
284.504,0.7,0.5458479973543116,0.5372557912596341,0.4293965128416989,0.4876222550980052,2
284.504,0.75,0.5694518589470875,0.5621858482909983,0.4708252526261233,0.5201385557866054,2
284.504,0.85,0.6113188479495861,0.6063570066184139,0.5336373456023624,0.5724780967759743,1
284.504,0.95,0.6335533344746678,0.6301139871961219,0.5804122550490705,0.6069827947618691,1
284.504,1.05,0.6569001200960374,0.6546720514354778,0.6180557080260458,0.6374779140610416,1
285.641,-0.4,0.05332019294056029,0.020156017646561487,0.07336549071483206,0.06334284182769617,2
285.641,-0.32,0.05625347785826466,0.0232936702429652,0.06352188722867146,0.05988768254346806,2
285.641,-0.24,0.06282226633235467,0.03026283103220053,0.060403103436336786,0.06161268488434573,2
285.641,-0.16,0.07146782051012515,0.039428925817983046,0.05722331822608555,0.06434556936810534,2
285.641,-0.08,0.08854292267022162,0.05741504081219288,0.053985846850703054,0.07126438476046235,2
285.641,0.0,0.11662070817557006,0.08687037666166156,0.05415947860006842,0.08539009338781925,2
285.641,0.08,0.14801497850587675,0.1198246755401783,0.06375288508006896,0.10588393179297285,2
285.641,0.14,0.17518837926791103,0.14829950667119893,0.07584940215642869,0.12551889071216987,2
285.641,0.20000000000000004,0.20461086801044137,0.1791249837412909,0.08408559824424615,0.14434823312734377,2
285.641,0.25,0.2354903337346742,0.21148750663333216,0.10061934140966239,0.1680548375721683,2
285.641,0.3,0.27530997197625473,0.25316704243002996,0.12894525487538316,0.20212761342581895,2
285.641,0.3499999999999999,0.30562627397995046,0.28494091354439144,0.14603815306029921,0.22583221352012484,2
285.641,0.4,0.34044050301856554,0.3215739679361551,0.17931347293081945,0.2598769879746925,2
285.641,0.45,0.382370921515226,0.3654744864704945,0.21416381312319016,0.2982673673192081,2
285.641,0.5,0.4184197834477096,0.4032850078988849,0.25578700212222116,0.33710339278496537,2
285.641,0.53,0.4394243341635384,0.42540241485765756,0.28238696519246953,0.360905649678004,2
285.641,0.55,0.4529054149662849,0.4396355730232191,0.29875653974847227,0.3758309773573786,2
285.641,0.57,0.4679031407149895,0.4553214553887567,0.3159893395578113,0.3919462401364004,2
285.641,0.59,0.47998936124504227,0.4680619384593324,0.33267270195350207,0.4063310315992722,2
285.641,0.6,0.48381265882041147,0.47216653500040073,0.3409152232354604,0.41236394102793594,2
285.641,0.61,0.4944191126599887,0.48329661683685265,0.3563046978062428,0.4253619052331158,2
285.641,0.63,0.5072112382255594,0.4966877161389718,0.3700166828597591,0.4386139605426592,2
285.641,0.65,0.5248839400741132,0.5152159137039947,0.39492140283354815,0.4599026714538307,1
285.641,0.66,0.5275386695434958,0.518059220758274,0.40153927319761135,0.46453897137055356,2
285.641,0.7,0.5453616517374047,0.5369770908480791,0.42830689347875095,0.4868342726080778,2
285.641,0.75,0.5693426801479753,0.5622821974825755,0.46998960882072227,0.5196661444843488,2
285.641,0.85,0.6118674852782262,0.6071012740692802,0.5330927247853392,0.5724801050317827,1
285.641,0.95,0.6345901960403568,0.6313413133086636,0.580283737871297,0.6074369669558268,1
285.641,1.05,0.6583052549657548,0.6562592740057509,0.6183565150320629,0.6383308849989089,1
286.783,-0.4,0.05365090449979886,0.02111678735926063,0.07465961262744747,0.06415525856362317,2
286.783,-0.32,0.05558078769911712,0.023209129548299248,0.06465632891183738,0.06011855830547725,2
286.783,-0.24,0.06119233252325057,0.02917975532441695,0.06114395079765876,0.061168141660454665,2
286.783,-0.16,0.06880220597496331,0.0372569460260898,0.05775687524946593,0.06327954061221462,2
286.783,-0.08,0.08496720299881175,0.05427642404409255,0.054310361499044134,0.06963878224892794,2
286.783,0.0,0.11198381615152575,0.08259101440365856,0.05376587038943843,0.08287484327048208,2
286.783,0.08,0.14251688548656866,0.11460586562161293,0.06285778779405413,0.10268733664031139,2
286.783,0.14,0.16927697503279376,0.14261393036006703,0.07469567714853362,0.12198632609066369,2
286.783,0.20000000000000004,0.1985716400128068,0.17327584995066664,0.08249557574752031,0.14053360788016356,2
286.783,0.25,0.22928090751503202,0.20542416124760549,0.09885128981944571,0.16406609866723887,2
286.783,0.3,0.26916689113435865,0.24713588215946863,0.12701786204818355,0.1980923765912711,2
286.783,0.3499999999999999,0.2994540324508241,0.2788457762081069,0.1434154635224488,0.22143474798663643,2
286.783,0.4,0.33446722065488516,0.3156467723858437,0.176366174483431,0.2554166975691581,2
286.783,0.45,0.3766508385494862,0.35977412041878654,0.21108630820176194,0.2938685733756241,2
286.783,0.5,0.41304797060239995,0.3979225385575572,0.25258507961185894,0.33281652510712945,2
286.783,0.53,0.4342740265482209,0.42025454271778256,0.2791482275710266,0.3567111270596237,2
286.783,0.55,0.4480835454069567,0.43482419468790007,0.29544666941895337,0.37176510741295504,2
286.783,0.57,0.4632009989616692,0.45062609919880436,0.3124718907289625,0.3878364448453159,2
286.783,0.59,0.4754054169419235,0.46347979793795313,0.32936556645483583,0.40238549169837967,2
286.783,0.6,0.47931071058273483,0.46767089945228624,0.3375451499138705,0.4084279302483027,2
286.783,0.61,0.4900905009139284,0.47897412308505827,0.35270769352643183,0.4213990972201801,2
286.783,0.63,0.5032843919459616,0.4927838764720983,0.3667163773882841,0.4350003846671229,2
286.783,0.65,0.5210877543748539,0.5114425820547919,0.39150731161416596,0.4562975329945099,1
286.783,0.66,0.523957321733246,0.5145094863749843,0.3981919196487306,0.4610746206909883,2
286.783,0.7,0.5422637403634358,0.5339244774793981,0.4250002711915031,0.48363200577746945,2
286.783,0.75,0.5667839118948568,0.5597810133952701,0.46687814968588665,0.5168310307903717,2
286.783,0.85,0.6107849548321611,0.6061120424364875,0.5304011191463289,0.570593036989245,1
286.783,0.95,0.634403070196993,0.631249501689916,0.57806130515193,0.6062321876744615,1
286.783,1.05,0.658512854333712,0.6565403767435873,0.6167486311107293,0.6376307427222206,1
287.929,-0.4,0.05369152189683603,0.022193463467720942,0.07408883789276385,0.06389017989479995,2
287.929,-0.32,0.055517755312471315,0.02416419161434001,0.06395742202417436,0.059737588668322836,2
287.929,-0.24,0.061328744592402715,0.03032461863484929,0.060674980986166145,0.06100186278928443,2
287.929,-0.16,0.06877336934016895,0.03820965696445785,0.05715932919329232,0.06296634926673064,2
287.929,-0.08,0.08464300305933105,0.05488904251728112,0.053601826462077284,0.06912241476070416,2
287.929,0.0,0.11142755494659648,0.08290725626684228,0.053301525660065095,0.08236454030333079,2
287.929,0.08,0.1417183212753631,0.11462209265475269,0.06231440668415032,0.10201636397975672,2
287.929,0.14,0.16815136400310596,0.14224502458398425,0.07382852314651313,0.12098994357480955,2
287.929,0.20000000000000004,0.1971832978000884,0.17258673226380122,0.0819143194701955,0.13954880863514196,2
287.929,0.25,0.22775692602114983,0.2045548202186088,0.09823421470871893,0.1629955703649344,2
287.929,0.3,0.26739164185830144,0.24594372499067646,0.12670700226592763,0.19704932206211453,2
287.929,0.3499999999999999,0.29764470628076306,0.2775809643386026,0.14302756008654138,0.22033613318365222,2
287.929,0.4,0.33255092741457715,0.31421942286178695,0.17603355685966823,0.2542922421371227,2
287.929,0.45,0.3748235842744423,0.35839047552806724,0.2107830611837152,0.2928033227290787,2
287.929,0.5,0.41130775151892474,0.39658017451585925,0.2523519248120357,0.33182983816548023,2
287.929,0.53,0.4326764438559615,0.41903021127334494,0.27895552690609204,0.35581598538102677,2
287.929,0.55,0.44652111388668597,0.4336148288222673,0.295181189400679,0.3708511516436825,2
287.929,0.57,0.4616721636324296,0.4494315999333225,0.31224948025164045,0.386960821942035,2
287.929,0.59,0.47395423359170114,0.4623469343749165,0.3291749584978499,0.4015645960447755,2
287.929,0.6,0.477915822067258,0.4665878390551339,0.3373496323220084,0.40763272719463317,2
287.929,0.61,0.4889030290282591,0.4780947930316739,0.3525370490212694,0.4207200390247643,2
287.929,0.63,0.5020332601756647,0.49181835248009376,0.3665078022630003,0.4342705312193325,2
287.929,0.65,0.5199018822001948,0.5105138908069023,0.39162052455428054,0.4557612033772377,1
287.929,0.66,0.5227815302202428,0.5135888096755946,0.39797833698325724,0.46037993360175,2
287.929,0.7,0.5412852901772985,0.5331740053443736,0.42511379507752717,0.4831995426274128,2
287.929,0.75,0.5661288267674678,0.5593294662473829,0.46709644734845324,0.5166126370579605,2
287.929,0.85,0.6101249326631637,0.6055841942677045,0.5306277841984385,0.570376358430801,1
287.929,0.95,0.6341583403231038,0.6311129211545712,0.5784793666362339,0.6063188534796689,1
287.929,1.05,0.6586251009494544,0.656739427048395,0.617373955248788,0.6379995280991212,1
289.08,-0.4,0.054192607281507155,0.023741615484652152,0.07398169451184029,0.06408715089667372,2
289.08,-0.32,0.05522638342649615,0.02488245524129483,0.06384828221724757,0.05953733282187186,2
289.08,-0.24,0.06002180767007317,0.029972809616326975,0.06024654826934231,0.06013417796970774,2
289.08,-0.16,0.06664021314047047,0.036981580872008396,0.056379196420193414,0.06150970478033194,2
289.08,-0.08,0.08161158123567208,0.0526948273420355,0.05246787926411861,0.06703973024989535,2
289.08,0.0,0.10743312535868627,0.07966253831545068,0.05160995979889051,0.07952154257878839,2
289.08,0.08,0.13670297084365293,0.11025776403682996,0.06024973700671226,0.0984763539251826,2
289.08,0.14,0.16247303780384253,0.13714153473359958,0.07121346145002955,0.11684324962693604,2
289.08,0.20000000000000004,0.19100579784618554,0.16691423705512137,0.07909518153740655,0.13505048969179606,2
289.08,0.25,0.22117905439547375,0.19841177358567505,0.09509083496297757,0.15813494467922568,2
289.08,0.3,0.2606227074655708,0.2395372354087913,0.1230743719333011,0.19184853969943597,2
289.08,0.3499999999999999,0.2907444290958012,0.27098876160212987,0.13940291752439798,0.2150736733100996,2
289.08,0.4,0.3257076397239302,0.3076298623193291,0.17211821609599603,0.2489129279099631,2
289.08,0.45,0.36800812641159,0.3517679196648893,0.20666210694795545,0.28733511667977274,2
289.08,0.5,0.40481481350967785,0.3902456587595715,0.24802391266148285,0.32641936308558034,2
289.08,0.53,0.426426614655344,0.41291803257282444,0.2746903149704961,0.3505584648129201,2
289.08,0.55,0.440468810154453,0.4276878284191214,0.29101052836269437,0.3657396692585737,2
289.08,0.57,0.4557874663387299,0.44366076209361704,0.30809829048658144,0.3819428784126557,2
289.08,0.59,0.4682435835540679,0.45673947366352907,0.3249771295995002,0.39661035657678406,2
289.08,0.6,0.4723825588267826,0.4611599697733199,0.33310765486046257,0.4027451068436226,2
289.08,0.61,0.48341520890974393,0.47269695683806845,0.34847958188998795,0.4159473953998659,2
289.08,0.63,0.4968158092761099,0.4866904768929011,0.3624664943624853,0.42964115181929763,2
289.08,0.65,0.515087603447314,0.5057850939228385,0.3877522467482898,0.4514199250978019,1
289.08,0.66,0.5180262522738859,0.5089164973434319,0.3940078777963807,0.4560170650351333,2
289.08,0.7,0.5370007701995119,0.5289637038058979,0.4214125123331611,0.4792066412663365,2
289.08,0.75,0.5623957786668806,0.5556576059850193,0.4636175437045046,0.5130066611856926,2
289.08,0.85,0.6078157827273998,0.6033314414355927,0.527785703254376,0.5678007429908879,1
289.08,0.95,0.6326840603352266,0.6296854896081114,0.5761203293269921,0.6044021948311094,1
289.08,1.05,0.6577688387945939,0.6559207064864643,0.6158805640849305,0.6368247014397622,1
290.235,-0.4,0.05470323188383692,0.025135677060934572,0.07450364123993591,0.06460343656188641,2
290.235,-0.32,0.05541288701658076,0.025938330540023646,0.06408875266517955,0.059750819840880154,2
290.235,-0.24,0.05974156401293719,0.030535161460362496,0.06023691557234592,0.059989239792641556,2
290.235,-0.16,0.06582530047566837,0.036980379322906015,0.055973357317438216,0.06089932889655329,2
290.235,-0.08,0.08011170129240343,0.051958232665405224,0.05182671196288577,0.0659692066276446,2
290.235,0.0,0.10505119672600768,0.07797050399940647,0.050834417176337424,0.07794280695117256,2
290.235,0.08,0.1335326546659106,0.1076958059628979,0.05864097955036931,0.09608681710813996,2
290.235,0.14,0.1586435124739594,0.13385247318059035,0.0693243421055712,0.11398392728976531,2
290.235,0.20000000000000004,0.18653559913357506,0.16290945543735397,0.0769792842482625,0.1317574416909188,2
290.235,0.25,0.21611193102781884,0.19373267890865048,0.0927346399230229,0.15442328547542086,2
290.235,0.3,0.25508561338984015,0.23431285470979896,0.12028010700279015,0.18768286019631514,2
290.235,0.3499999999999999,0.2849226141725335,0.2654224350772223,0.13645042775525942,0.21068652096389645,2
290.235,0.4,0.31968699159923497,0.30180416503864016,0.16898437174741496,0.24433568167332498,2
290.235,0.45,0.3618434383581452,0.3457372613089909,0.2033210405404495,0.28258223944929733,2
290.235,0.5,0.3986710338252674,0.3841899028669675,0.24458784977674164,0.3216294418010045,2
290.235,0.53,0.42033279722512085,0.406884999480546,0.2712169720618192,0.34577488464347006,2
290.235,0.55,0.43449710635717187,0.42176497396595247,0.28749393133283996,0.3609955188450059,2
290.235,0.57,0.4499172771407044,0.4378267324478564,0.3047252983326204,0.3773212877366624,2
290.235,0.59,0.4625025993831121,0.45102529556770943,0.3215361181943591,0.3920193587887356,2
290.235,0.6,0.46669948405403916,0.45549779001095947,0.32960270190481367,0.3981510929794264,2
290.235,0.61,0.4777948165906247,0.4670877933800006,0.34502743590467644,0.4114111262476506,2
290.235,0.63,0.49135275357619546,0.48123340648174473,0.35913243178158516,0.4252425926788903,2
290.235,0.65,0.5098150145346465,0.5005028149336924,0.3842328784376723,0.4470239464861594,1
290.235,0.66,0.5128164377478227,0.5036972110367626,0.3907752423891125,0.4517958400684676,2
290.235,0.7,0.5322369685560139,0.5241857131354934,0.41804451889851446,0.47514074372726417,2
290.235,0.75,0.5581457156807843,0.5513842764446983,0.4604430331378739,0.5092943744093291,2
290.235,0.85,0.6045446427260014,0.6000214945141898,0.5248615869304537,0.5647031148282275,1
290.235,0.95,0.6302952453432238,0.6272584984723206,0.5736236642928416,0.6019594548180327,1
290.235,1.05,0.656076978922862,0.6541888092811133,0.6137916810888757,0.6349343300058689,1
291.395,-0.4,0.053888884227758796,0.02408513196312255,0.0736603428304344,0.06377461352909661,2
291.395,-0.32,0.05434001553863,0.02461998704871152,0.06330215604022633,0.05882108578942817,2
291.395,-0.24,0.05845739456588145,0.02899939168421464,0.059468768118868046,0.05896308134237475,2
291.395,-0.16,0.06465921703753169,0.03556671811640221,0.05526345761240381,0.05996133732496775,2
291.395,-0.08,0.07917081666551604,0.050784651984271054,0.05102451539499566,0.06509766603025585,2
291.395,0.0,0.10417068825184739,0.07687288117241471,0.04980552424947564,0.07698810625066152,2
291.395,0.08,0.13304836019294392,0.10702314967646577,0.0578095353927474,0.09542894779284566,2
291.395,0.14,0.1582861342047064,0.13332239673190024,0.0682959938561839,0.11329106403044516,2
291.395,0.20000000000000004,0.18658084428764343,0.1628141417528836,0.0760664509432894,0.13132364761546642,2
291.395,0.25,0.21641099928055513,0.19391326056087088,0.09197236552740366,0.1541916824039794,2
