temperature,K_best_contact_grid,K_best_rg_grid,K_best_combined_grid,K_best_combined_quadratic,JS_contact_min,JS_contact_overlap_at_contact_min,JS_rg_min,JS_contact_at_combined,JS_contact_overlap_at_combined,JS_rg_at_combined,combined_score_best,second_best_score_gap,contact_rg_K_difference,contact_rg_disagreement_raw,contact_rg_disagreement_resolved,K_old,K_difference_from_old,old_mapping_comparison_resolved,contact_boundary_hit_low,contact_boundary_hit_high,rg_boundary_hit_low,rg_boundary_hit_high,combined_boundary_hit_low,combined_boundary_hit_high,n_direct_seeds_at_best_K
294.903,-0.32,0.0,-0.16,-0.1909319256355662,0.04995556141224697,0.024188181420972676,0.04702969135916879,0.05622259695733429,0.030839588037706093,0.05382286291796469,0.05502272993764949,0.00048584803346813504,0.32,True,True,-0.3218658408532329,0.16186584085323288,True,False,False,False,False,False,False,2
296.082,-0.32,0.0,-0.16,-0.18025152909102765,0.0499717904970499,0.024629069135116134,0.04678174472315248,0.054854754909838384,0.02983589747290247,0.05466227988008273,0.05475851739496056,0.001012987385825101,0.32,True,True,-0.3131199876283637,0.15311998762836368,True,False,False,False,False,False,False,2
297.266,-0.32,0.0,-0.16,-0.17437724213476902,0.051302348223864126,0.02565347020904684,0.04725296195744214,0.05530018744480504,0.02995358991934427,0.05529824071233712,0.05529921407857108,0.0013819338759287897,0.32,True,True,-0.30440686085000634,0.14440686085000634,True,False,False,False,False,False,False,2
298.454,-0.32,0.0,-0.16,-0.17175852728065652,0.05118805570716238,0.02591015887296835,0.045917762754359354,0.05508128111379404,0.030096763723875368,0.0542454868747399,0.05466338399426697,0.0015112598408029074,0.32,True,True,-0.2957337804311162,0.1357337804311162,True,False,False,False,False,False,False,2
299.647,-0.24,0.0,-0.16,-0.16093001547243857,0.05161172297857814,0.02712094831768485,0.045376897907998384,0.05416930566904306,0.029852405830480745,0.05483727909820696,0.05450329238362501,0.002021065605464202,0.24,True,True,-0.2870934036408028,0.12709340364080282,True,False,False,False,False,False,False,2
300.845,-0.24,0.0,-0.16,-0.160948229310724,0.05072840516165992,0.02678850133379608,0.04534638598229324,0.053155136847600974,0.02937914896982471,0.05444205310042795,0.05379859497401446,0.002050551083236596,0.24,True,True,-0.27848577222602855,0.11848577222602855,True,False,False,False,False,False,False,2
302.047,-0.24,0.0,-0.16,-0.14879506625918065,0.05089088737716579,0.026665880329894587,0.04451743379096931,0.05240534310963961,0.028318478677524003,0.054567543836891955,0.05348644347326578,0.0015139585028163538,0.24,True,True,-0.2699180235420877,0.10991802354208771,True,False,False,False,False,False,False,2
303.254,-0.24,0.0,-0.16,-0.1442105193007023,0.04934778593089163,0.026621221387271955,0.04462155909515905,0.05064788235137943,0.028041798033861497,0.05530820236810029,0.05297804235973986,0.0012985778676023185,0.24,True,True,-0.26138297920855513,0.10138297920855513,True,False,False,False,False,False,False,2
304.467,-0.24,0.0,-0.16,-0.12494765646754971,0.05036164747525457,0.027524546302959446,0.043593257433888685,0.05048832739118521,0.027739412144202197,0.05546045547996742,0.052974391435576314,0.00023338815476318248,0.24,True,True,-0.2528736836088823,0.09287368360888229,True,False,False,False,False,False,False,2
305.683,-0.16,0.0,-0.08,-0.11623251535001038,0.05121504228381196,0.028577077090422884,0.041143571309437445,0.05807785806608226,0.035728050521241804,0.04663018570647917,0.052354021886280716,0.00027300457352574803,0.16,True,True,-0.2444111260454458,0.16441112604544578,True,False,False,False,False,False,False,2
306.905,-0.16,0.0,-0.08,-0.1151641279138048,0.05073267437417195,0.02925313639505559,0.041976990889889744,0.05737889237569346,0.0361656115034609,0.047457311776800244,0.05241810207624685,0.0003573210555341613,0.16,True,True,-0.23597436923117754,0.15597436923117752,True,False,False,False,False,False,False,2
308.132,-0.16,0.0,-0.08,-0.11005645165958126,0.049582968841291555,0.028964127389733633,0.0413042761459064,0.05575395767721468,0.035376342537500105,0.04687374568257123,0.051313851679892955,0.0007278139717699431,0.16,True,True,-0.2275704209347158,0.14757042093471578,True,False,False,False,False,False,False,2
309.364,-0.16,0.0,-0.08,-0.10499274135963112,0.048883712362749146,0.028426428003326988,0.03968759444173381,0.05461775746115138,0.03438972221128854,0.04559571221354526,0.050106734837348316,0.0011089112917577401,0.16,True,True,-0.2191992982591191,0.1391992982591191,True,False,False,False,False,False,False,2
310.6,-0.16,0.0,-0.08,-0.09672970344762924,0.048565564598939084,0.029069740856212584,0.04037641673864563,0.05378694466569442,0.034493883759083584,0.046694156509380656,0.05024055058753754,0.0017391666842305198,0.16,True,True,-0.21086772877239413,0.1308677287723941,True,False,False,False,False,False,False,2
311.842,-0.16,0.0,-0.08,-0.09364334774109995,0.04840789139329428,0.028273656579460744,0.04106897121531916,0.05313245333311868,0.03318972320778187,0.04744271600488316,0.05028758466900092,0.001953253664415802,0.16,True,True,-0.20256224157463554,0.12256224157463554,True,False,False,False,False,False,False,2
313.088,-0.16,0.0,-0.08,-0.08573785729386413,0.0482506647876529,0.02897378647328542,0.04025068383488685,0.05236947746474589,0.033264332545191774,0.04704935673345012,0.049709417099098006,0.002488929365110394,0.16,True,True,-0.19429621896854132,0.11429621896854132,True,False,False,False,False,False,False,2
314.34,-0.16,0.0,-0.08,-0.08615712514874106,0.047215487538442735,0.028801617942403546,0.04053906455604156,0.051335683506490384,0.03308701398670426,0.04742748760896437,0.04938158555772738,0.002440103582149973,0.16,True,True,-0.18605639690166087,0.10605639690166087,True,False,False,False,False,False,False,2
315.596,-0.16,0.08,-0.08,-0.07766611956057758,0.047662145920058366,0.029539259958976646,0.039717886119549614,0.051144300630469375,0.03317352730602404,0.04745814922866937,0.04930122492956937,0.0025433498309143793,0.24,True,True,-0.17785593951319645,0.09785593951319645,True,False,False,False,False,False,False,2
316.858,-0.16,0.08,-0.08,-0.06371451017574692,0.04692555787901135,0.02923432928789766,0.037900895091469655,0.04887486320983535,0.03129367975729972,0.04674632277589022,0.047810592992862784,0.0016281262902487145,0.24,True,True,-0.16968178648317456,0.08968178648317456,True,False,False,False,False,False,False,2
318.124,-0.16,0.08,-0.08,-0.059058747116247666,0.04595336492912741,0.02899579750553362,0.03760598019640318,0.0477396840810109,0.030882190703881554,0.04677426537070006,0.04725697472585548,0.0012214735847774633,0.24,True,True,-0.1615468873874908,0.08154688738749079,True,False,False,False,False,False,False,2
319.396,-0.16,0.08,-0.08,-0.05004658177057589,0.045761329116330234,0.029420771647948533,0.037760483222232716,0.046822783204966065,0.0305653404863699,0.04762746701808991,0.04722512511152799,0.0006176206027178124,0.24,True,True,-0.15343838255761066,0.07343838255761066,True,False,False,False,False,False,False,2
320.672,-0.16,0.08,-0.08,-0.051996026063868495,0.04579189095870098,0.03005591440424251,0.03774814103820712,0.04714407153828944,0.03149576546745278,0.047753617435626436,0.047448844486957936,0.0007410367687129132,0.24,True,True,-0.1453690105602503,0.06536901056025031,True,False,False,False,False,False,False,2
321.954,-0.16,0.08,-0.08,-0.04566650285326393,0.04493585357750235,0.02947245931982749,0.03664860401825844,0.04578459603597601,0.030398693990281844,0.04701432824593908,0.04639946214095755,0.00034945435979750333,0.24,True,True,-0.1373261093315279,0.05732610933152789,True,False,False,False,False,False,False,2
323.241,-0.16,0.08,0.0,-0.03939221776463202,0.04551983241928014,0.031074284302867128,0.03660717129052897,0.054794322903788384,0.04062637297449079,0.03892341407796917,0.04685886849087878,4.182748993467045e-05,0.24,True,True,-0.12931601084542366,0.12931601084542366,True,False,False,False,False,False,False,2
324.533,-0.08,0.08,0.0,-0.0309171696806294,0.04611440596977745,0.03149177309571595,0.03768707262757158,0.05424722328944254,0.03982691538710675,0.03997733580675242,0.04711227954809748,0.0006491437316792498,0.16,True,True,-0.12133869507342943,0.12133869507342943,True,False,False,False,False,False,False,2
325.83,-0.08,0.08,0.0,-0.026831853749437952,0.04578543980854458,0.03149647098779191,0.036818212631752056,0.05353944676369805,0.039437603337562535,0.03941512492899483,0.04647728584634644,0.0008984563582516494,0.16,True,True,-0.11339413928570696,0.11339413928570696,True,False,False,False,False,False,False,2
327.132,-0.08,0.08,0.0,-0.016304754521603338,0.04536089435595597,0.03174355131802629,0.03714974039046519,0.052159050362314455,0.03870510222133644,0.040518780738829877,0.046338915550572166,0.0015928673324779943,0.16,True,True,-0.10548231810790476,0.10548231810790476,True,False,False,False,False,False,False,2
328.44,-0.08,0.08,0.0,-0.009846999836654784,0.044834632107275486,0.03152037852785144,0.036431491008809394,0.05129701727388242,0.03813573463397649,0.04056398363107991,0.04593050045248116,0.0019927744002989495,0.16,True,True,-0.09759719918837106,0.09759719918837106,True,False,False,False,False,False,False,2
329.753,-0.08,0.20000000000000004,0.0,0.005549458180711194,0.04377465692281879,0.030995308851762306,0.03526202413626191,0.04858710429806272,0.03592429757787,0.04002558750229954,0.04430634590018113,0.002340738478324153,0.28,True,True,-0.08974485182606018,0.08974485182606018,True,False,False,False,False,False,False,2
331.071,-0.08,0.20000000000000004,0.0,0.007888630890935937,0.04358726072245792,0.03098798014762008,0.034971338772703336,0.04797711378983071,0.03548673619165857,0.0401600619434736,0.04406858786665216,0.0022216023338353236,0.28,True,True,-0.08192524188342021,0.08192524188342021,True,False,False,False,False,False,False,2
332.394,-0.08,0.20000000000000004,0.0,0.016276587049559307,0.044052294002675164,0.03137087604608728,0.03391663229320069,0.047941822484430255,0.03536019881187906,0.04025249021311483,0.044097156348772544,0.0015361531570243017,0.28,True,True,-0.07413833280862381,0.07413833280862381,True,False,False,False,False,False,False,2
333.723,-0.08,0.20000000000000004,0.0,0.023188401773485197,0.04464048062495442,0.0325811181784689,0.03348949386324358,0.04805255303246479,0.036081970739327784,0.04094990450666945,0.04450122876956712,0.0010964680995252385,0.28,True,True,-0.0663782699002875,0.0663782699002875,True,False,False,False,False,False,False,2
335.057,-0.08,0.20000000000000004,0.0,0.030388828741271367,0.04423214044599955,0.03271286411039966,0.032651713248821046,0.04655090001049482,0.03510000690198686,0.04050622561758931,0.04352856281404206,0.0006561457791186692,0.28,True,True,-0.05865092012670803,0.05865092012670803,True,False,False,False,False,False,False,2
336.396,-0.08,0.20000000000000004,0.0,0.036604188224321654,0.044455508177191086,0.03319670757593806,0.03257032215954947,0.04632369561878365,0.03512720768489078,0.041602542279030895,0.04396311894890727,0.0002296668459334239,0.28,True,True,-0.05095623887463585,0.05095623887463585,True,False,False,False,False,False,False,2
337.741,-0.08,0.20000000000000004,0.08,0.04119027791885979,0.04560530475879855,0.03435968007812708,0.03181388882996514,0.05360039287682395,0.04255604688146522,0.03501807048057459,0.04430923167869927,0.00010111858365163817,0.28,True,True,-0.04328850110110949,0.12328850110110949,True,False,False,False,False,False,False,2
339.091,-0.08,0.20000000000000004,0.08,0.05009156692300647,0.04484624355158286,0.0341191861039366,0.031088926022775618,0.050484377486195955,0.039917029220384884,0.03485350820824807,0.042668942847222016,0.000852507145985032,0.28,True,True,-0.03565342629832191,0.11565342629832191,True,False,False,False,False,False,False,2
340.446,0.0,0.20000000000000004,0.08,0.058662731231989194,0.04590934099111224,0.035372059830678274,0.02979926485132834,0.04973479993336482,0.03929518523787591,0.034060641971029745,0.04189772095219728,0.0016743377308192364,0.20000000000000004,True,True,-0.028050962302613502,0.1080509623026135,True,False,False,False,False,False,False,2
341.807,0.0,0.20000000000000004,0.08,0.06035408089371387,0.046920767477415054,0.03682317452844816,0.030177251697294842,0.05073079559101888,0.04073029396012253,0.035159828943002264,0.04294531226701057,0.0017364688875654427,0.20000000000000004,True,True,-0.020475510968374078,0.10047551096837408,True,False,False,False,False,False,False,2
343.173,0.0,0.20000000000000004,0.08,0.06445794376027483,0.04625153556364757,0.03657073699972354,0.029296339747622392,0.04951062249271902,0.039912523478994225,0.03438169593737249,0.041946159215045756,0.002023049059268693,0.20000000000000004,True,True,-0.012932648115310252,0.09293264811531025,True,False,False,False,False,False,False,2
344.545,0.0,0.20000000000000004,0.08,0.07281370859661222,0.0462037303614474,0.036818286168656233,0.028492591002234058,0.04869074924073576,0.03937806575197557,0.034301436746008857,0.04149609299337231,0.002350953568735603,0.20000000000000004,True,True,-0.005416858338166852,0.08541685833816685,True,False,False,False,False,False,False,2
345.922,0.0,0.20000000000000004,0.08,0.0779085568162389,0.04653878857764107,0.037793863109117816,0.02874400242345801,0.048518327636063646,0.039835857876993584,0.03526423456631472,0.041891281101189184,0.0019416277215043437,0.20000000000000004,True,True,0.002066376613256926,0.07793362338674308,True,False,False,False,False,False,False,2
347.305,0.0,0.20000000000000004,0.08,0.08029235593275803,0.04602409764143987,0.0372714804083914,0.028896876475946912,0.04765073035352232,0.03895790294894214,0.0353910021852183,0.04152086626937031,0.0018545768733392726,0.20000000000000004,True,True,0.00952249056997645,0.07047750943002355,True,False,False,False,False,False,False,2
348.693,0.0,0.20000000000000004,0.08,0.08680828731648345,0.047145333845845655,0.03841838455299438,0.028262868583260943,0.048146463923743235,0.039472024945608905,0.035572050831993496,0.041859257377868365,0.0014011299181780276,0.20000000000000004,True,True,0.016946094230120723,0.06305390576987928,True,False,False,False,False,False,False,2
350.086,0.0,0.20000000000000004,0.08,0.09183808374682138,0.048256495559389316,0.039371222054910775,0.028219141885561995,0.04901331266334563,0.040179391045178064,0.035779371019582173,0.0423963418414639,0.0011074385406979817,0.20000000000000004,True,True,0.024337256202032087,0.055662743797967915,True,False,False,False,False,False,False,2
351.486,0.0,0.20000000000000004,0.08,0.08938054693856441,0.04622452331139364,0.03755885987333647,0.028275706857372657,0.04718003589249889,0.03856572181636398,0.03543230355346749,0.04130616972298319,0.0012377393585695645,0.20000000000000004,True,True,0.03170653244237909,0.048293467557620914,True,False,False,False,False,False,False,2
352.891,0.0,0.20000000000000004,0.08,0.09198680909713727,0.04714902283412904,0.03897599027407883,0.02831278815726451,0.04771048703397161,0.03958288573444696,0.0360894253115672,0.041899956172769405,0.0011728623280730308,0.20000000000000004,True,True,0.03904334267726539,0.04095665732273461,True,False,False,False,False,False,False,2
354.301,0.08,0.20000000000000004,0.08,0.10335340750313568,0.046811787470890195,0.03913446581686322,0.0275226711224205,0.046811787470890195,0.03913446581686322,0.036486971242010384,0.041649379356450286,0.0004051788592088629,0.12000000000000004,True,True,0.04634776252617612,0.033652237473823884,True,False,False,False,False,False,False,2
355.717,0.08,0.20000000000000004,0.08,0.1077121486601568,0.04920541490017809,0.04124436504697891,0.027808811884531225,0.04920541490017809,0.04124436504697891,0.03747722130695368,0.04334131810356588,0.00012760498605356163,0.12000000000000004,True,True,0.0536249879834545,0.026375012016545504,True,False,False,False,False,False,False,2
357.139,0.08,0.20000000000000004,0.14,0.1316162284693143,0.04877801360708185,0.041570772112818524,0.027444788331609165,0.05282985222979962,0.04567562425474345,0.03290033967871761,0.042865095954258615,0.00034780002011390587,0.12000000000000004,True,True,0.06087497573744183,0.07912502426255819,True,False,False,False,False,False,False,2
358.567,0.08,0.20000000000000004,0.08,0.1093677503037459,0.04794023073792378,0.04086821964242117,0.02769875947321785,0.04794023073792378,0.04086821964242117,0.03774949367716891,0.042844862207546346,3.568741199310582e-05,0.12000000000000004,True,True,0.0680976858967437,0.011902314103256303,True,False,False,False,False,False,False,2
360.0,0.08,0.20000000000000004,0.20000000000000004,0.17071508923502954,0.04867812327599638,0.04104869862101062,0.027099572860374573,0.05774704336750056,0.05023371330148063,0.027099572860374573,0.04242330811393757,0.00011547755194259851,0.12000000000000004,True,True,0.07528808419267885,0.12471191580732119,True,False,False,False,False,False,False,2
