replicate,A,Tc,train_objective,validation_objective,all_objective,train_rmse,validation_rmse,all_rmse,T_bias_zero,T_rg_max_slope
162,8.631541518797656,301.44783960700187,0.010503341927279536,0.008604168297579687,0.009772890531241132,0.10248581329764396,0.09275865618679309,0.09885793104875872,301.44783960700187,319.44
163,15.832192804267802,303.9876326253728,0.012797188391791132,0.013713059544442175,0.013149446527426143,0.11312465863723581,0.11710277342762714,0.11467103613130102,303.9876326253728,313.92
164,18.347264559147117,311.4574523369114,0.012404562762224416,0.014453318666278466,0.013192545802245206,0.11137577277947128,0.1202219558411793,0.1148588081178157,311.4574523369114,320.15999999999997
165,8.13166015038581,302.91998752423905,0.010296719969154482,0.0077524112831618254,0.009318139705311153,0.10147275481208974,0.08804777841127978,0.09653051178415638,302.91998752423905,322.08
166,15.315836906349023,309.85324800193933,0.011199843162414045,0.012234191117435008,0.011597669298960568,0.10582931145204548,0.11060827779797952,0.10769247559119703,309.85324800193933,320.28
167,10.76923025601791,303.8334331801021,0.010117033968127333,0.009747234821042935,0.009974803526941026,0.10058346766803843,0.0987280852698103,0.09987393817678877,303.8334331801021,318.36
168,20.042571328650382,305.11172512321934,0.014826728176686397,0.015380293426758031,0.01503963788825241,0.12176505318311324,0.12401731099632031,0.12263620137729483,305.11172512321934,312.96
169,11.48730787103017,305.6105574410383,0.009992764107963632,0.009796767370520505,0.009917380747408585,0.09996381399268253,0.09897862077499618,0.09958604695141074,305.6105574410383,319.32
170,11.600126255575113,319.76684143268795,0.01820066054642084,0.013482041892512273,0.016385807217994465,0.13490982375802305,0.11611219527901569,0.12800705925063063,319.76684143268795,333.96
171,14.05447229369863,307.08301050004576,0.010439220980901411,0.011926796237946805,0.011011365310534257,0.1021725059930577,0.10920987243810334,0.10493505282094376,307.08301050004576,318.36
172,19.237305664043284,305.0197831960989,0.014383983806416728,0.015113763330909588,0.014664668238913981,0.11993324729372055,0.12293804671829461,0.12109776314579052,305.0197831960989,313.2
173,7.907767675194125,306.46162998763634,0.010609105874059195,0.007410523837268522,0.009378882013755092,0.1030005139504614,0.08608439949995889,0.09684462821321115,306.46162998763634,326.4
174,11.06398987481964,309.64752563041185,0.010978366336438946,0.008138278713696774,0.009886024943076572,0.10477769961417814,0.09021240886760964,0.09942849160616173,309.64752563041185,324.12
175,15.595448748635441,308.090480860563,0.010861621032236247,0.013044384114863911,0.011701145294785349,0.10421910109109676,0.11421201388148232,0.10817183226138563,308.090480860563,318.24
176,29.95300525379135,314.65954756789245,0.016699857476631733,0.01994501479531734,0.01794799490689543,0.1292279283925566,0.14122682038238113,0.13397012691975563,314.65954756789245,320.03999999999996
177,7.613622490819581,304.6503815250349,0.010532433531683549,0.007435104591741348,0.009341153170167317,0.10262764506546737,0.08622705255162877,0.09664964133491297,304.6503815250349,325.32
178,29.397805451377884,306.7555585064068,0.017750762923272913,0.01811127326094747,0.017889420745455433,0.1332319891139996,0.13457813069346547,0.13375133922864263,306.7555585064068,312.12
179,6.746091985091854,308.83451888003304,0.012754543650421137,0.008921964313726388,0.011280474674769309,0.11293601573643873,0.09445615021652316,0.1062095790160629,308.83451888003304,332.4
180,20.570800880508617,305.3422526348678,0.014966400567015918,0.015586370629577073,0.0152048505910779,0.12233724112883991,0.12484538689746238,0.1233079502346783,305.3422526348678,312.96
181,22.08864581225189,305.62475877876915,0.015610630019484288,0.01607607101301231,0.015789645786225832,0.12494250685609076,0.12679144692372712,0.12565685729885906,305.62475877876915,312.72
182,5.287143905367966,290.35952244185745,0.01686519831095299,0.012147434697288226,0.015050673844158851,0.1298660783690375,0.11021540136155303,0.12268118781687293,290.35952244185745,318.6
183,8.817657634182172,310.1777290333531,0.011377948849200094,0.00781544900586197,0.010007756601762353,0.10666746856094456,0.08840502817069835,0.10003877549111821,310.1777290333531,328.32
184,11.879637641111529,306.1390196269264,0.010033164279759994,0.010014251241020308,0.010025890034090882,0.10016568414262438,0.10007123083594159,0.10012936649200814,306.1390196269264,319.44
185,28.00277862584604,306.60848284166843,0.017423132052615902,0.017773022409837736,0.01755770526693199,0.1319967122795712,0.13331549951088859,0.13250549145953155,306.60848284166843,312.24
186,6.831465347822343,302.72409059135293,0.011116002241288172,0.0077759487668957435,0.009831366289598777,0.10543245345380221,0.08818134024211553,0.09915324649046432,302.72409059135293,325.56
187,8.370652743475798,309.8410013943083,0.011405581454815026,0.00790644569809298,0.010059760009921929,0.10679691687878927,0.08891819666464779,0.10029835497116554,309.8410013943083,328.92
188,8.024304407708941,303.4614419654432,0.010296007866849442,0.007588997057325475,0.009254849863186377,0.10146924591643244,0.08711484980946403,0.09620213024245554,303.4614419654432,322.92
189,8.983429781557989,302.3990464916151,0.010257426682734945,0.008525810773624524,0.00959142056384632,0.10127895478693955,0.09233531704404617,0.09793579817332537,302.3990464916151,319.8
190,10.257261855917246,304.480823003683,0.009960460026728638,0.008935768086125215,0.009566347741881167,0.09980210432014265,0.09452919171412191,0.09780770798807815,304.480823003683,319.8
191,7.764793011909439,304.6908683385018,0.010443032904711741,0.007411134002795845,0.009276917942436397,0.10219115864257407,0.08608794342296629,0.09631675836756756,304.6908683385018,324.96
192,12.177513666404884,305.93785940899465,0.010076329101646502,0.010414246392027326,0.010206297290254511,0.10038092000797015,0.10205021505135266,0.1010262208055637,305.93785940899465,318.84000000000003
193,11.888399625205373,321.2306425668045,0.019694572542723613,0.015223538095978711,0.017974943909360188,0.1403373526283135,0.12338370271627737,0.1340706675949672,321.2306425668045,335.15999999999997
194,6.689193396273021,306.41889801172084,0.01191365489255309,0.008247493383339147,0.010503592773624651,0.10914969029984964,0.09081571110407685,0.10248703710042871,306.41889801172084,330.0
195,8.580806358134284,308.1874096173373,0.010727997662737859,0.007440142533240037,0.00946343799754639,0.10357604772696176,0.08625626083502598,0.09728020352336024,308.1874096173373,326.76
196,9.472645292156635,310.0308126705526,0.011195371247972517,0.007637690427873277,0.009827032471011271,0.10580818138486511,0.08739388095211974,0.09913138993785607,310.0308126705526,326.88
197,15.251931906538255,303.77119690212066,0.01253327892872114,0.013436156878721305,0.012880539678721204,0.11195212784365083,0.11591443774923513,0.11349246529493139,303.77119690212066,314.03999999999996
198,26.49197496052182,306.40563952150995,0.017032672917077094,0.017376783272475292,0.017165023053768706,0.13050928287703176,0.1318210274291446,0.1310153542672335,306.40563952150995,312.36
199,11.812019089207272,305.32813332062653,0.010058952301775332,0.01025954541265726,0.01013610349826838,0.10029432836295048,0.10128941411942938,0.1006782175958056,305.32813332062653,318.6
