T,E_mean,E_std,C_mean,C_std,Rg_mean,Rg_std,local_acc_rate
280.0,-24.32159999999999,14.042082307122396,2.0,1.1547005383792515,2.4777463748710535,0.3882948645209637,0.61375
313.3333333333333,-274.03973333333334,125.33646132330725,4.666666666666667,2.1343747458109497,2.3365539837747753,0.4669212791319606,0.54375
346.6666666666667,-508.8765333333334,153.97839508895038,4.833333333333333,1.4624940645653537,2.331780320781009,0.3383300197811009,0.50925
380.0,-835.1573999999997,493.9885487134696,5.5,3.253203549323856,2.149248637067958,0.3762494244445543,0.49625
