baseline,model,seed,temperature_index,temperature,split,target_vs_fit_contact_js,target_vs_remd_contact_js,fit_vs_remd_contact_js,target_vs_fit_rg_js,target_vs_remd_rg_js,fit_vs_remd_rg_js,target_mean_contacts,fit_mean_contacts,remd_mean_contacts,target_mean_rg,fit_mean_rg,remd_mean_rg
final_joint_baseline_30mer,hs,1,15,297.266,train,0.07336176191531832,0.07834546886410815,0.002869117698703345,0.08587206690780769,0.09942024276609052,0.00902315167773637,3.298642857966203,3.5081694578861553,3.4226666666666667,1.4171639688431674,1.492369803880277,1.504235828138923
final_joint_baseline_30mer,hs,1,16,298.454,train,0.07366603575098829,0.07166185401464237,0.0024851099211565153,0.08360476465705596,0.08939707229336502,0.009148973482618264,3.3203087177536483,3.5498434163656745,3.481333333333333,1.4153553834935257,1.4900236060418117,1.4851074767968597
final_joint_baseline_30mer,hs,1,17,299.647,train,0.07373467547153302,0.07567342379756203,0.003854815269604206,0.08377574515330147,0.09318566950073158,0.008841692571177291,3.3892846439357265,3.591994271736091,3.5006666666666666,1.4117220597375317,1.4876551617064504,1.4940238231449208
final_joint_baseline_30mer,hs,1,18,300.845,train,0.07305589448642932,0.07452421173506504,0.0013554252724715153,0.08210580055379135,0.08953413893149864,0.008958915009208906,3.41430049334901,3.6346273956569326,3.5520000000000005,1.4126422269680854,1.4852643153205172,1.4909415654572338
final_joint_baseline_30mer,hs,1,19,302.047,train,0.07333910929271938,0.07497003371688664,0.0017051794284423513,0.08163079766437302,0.08280580295038664,0.00666384110604606,3.484319022753994,3.6777122500931183,3.7473333333333336,1.4088618546958285,1.4828529228030953,1.4753322835708351
final_joint_baseline_30mer,hs,1,20,303.254,train,0.07149915507279267,0.06960940984848366,0.002450823765549712,0.08180355187049923,0.0833518326161313,0.009303577684560107,3.5339085229499503,3.7212897863205803,3.668,1.406459226760602,1.4804188385084516,1.4704279836359717
final_joint_baseline_30mer,hs,1,21,304.467,train,0.07250065493324692,0.07272614199978525,0.002239707429144771,0.08062604293218527,0.09392248169162278,0.007962088531006979,3.6290352606219884,3.765402058068587,3.6766666666666663,1.4036600134330308,1.477959875111775,1.4928369086204607
final_joint_baseline_30mer,hs,1,22,305.683,train,0.07434609089628043,0.07694972027375524,0.0016708801701978502,0.07754315994790703,0.08253414252829509,0.007359535266578995,3.686256109228393,3.809945189732875,3.8033333333333332,1.4002096648194318,1.4754819754900796,1.4701154418475166
final_joint_baseline_30mer,hs,1,23,306.905,train,0.07418123279643517,0.07746308034973601,0.0020990470405113136,0.07784414768938973,0.09423214463110931,0.00981900397451809,3.728478369873435,3.8550343563544645,3.783333333333333,1.3994710802263843,1.4729788883387833,1.482296066216723
final_joint_baseline_30mer,hs,1,24,308.132,train,0.07304290160402178,0.08902202010296041,0.0032429353349043176,0.07633507083561167,0.07487479616749068,0.010694548569402766,3.769594917813588,3.9006388022831704,3.9766666666666666,1.3975494234797674,1.4704524928057126,1.4599870553275407
final_joint_baseline_30mer,hs,1,25,309.364,train,0.07259267755923522,0.07947913165415987,0.001409453412979586,0.0737508153009947,0.07112100353259732,0.006305203787683069,3.8070892984761517,3.94676433057257,3.8899999999999997,1.3954718061855997,1.4679026363766645,1.4667146850935748
final_joint_baseline_30mer,hs,1,26,310.6,train,0.07242635725406829,0.07260419845471607,0.0024466452539499643,0.07490799467470581,0.08428894875827794,0.008000640461614441,3.874953172188026,3.9933789516831073,4.01,1.391661912809699,1.4653312532491922,1.463239683508927
final_joint_baseline_30mer,hs,1,27,311.842,train,0.0724886765592472,0.07471310753785221,0.002953017418034567,0.07468503615667249,0.08709896352618275,0.011019412806744028,3.890596399013302,4.0405640124767235,3.981333333333333,1.3920757652626659,1.4627340321570177,1.4667971675591667
final_joint_baseline_30mer,hs,1,28,313.088,train,0.0726630827305375,0.08587412340824249,0.0044852603377506396,0.07345617864627366,0.08001905694672995,0.008148995264260807,3.9656718998547618,4.088249503113515,4.184666666666667,1.3890153180179459,1.4601150062536752,1.4627272473639055
final_joint_baseline_30mer,hs,1,29,314.34,train,0.07160589786490776,0.07781185625683677,0.0016719415155391263,0.0729293116211879,0.07213357722370564,0.008712330640527309,3.9884460658874517,4.136517996231319,4.1786666666666665,1.3875389843347843,1.4574698238786739,1.4495254410072205
final_joint_baseline_30mer,hs,1,30,315.596,train,0.07225950961277791,0.07215253037423622,0.0016956487699800321,0.0721307829375758,0.07845573169664435,0.009370270276365823,4.08785200106047,4.185298466963214,4.16,1.384418102377888,1.454802564438808,1.4458887349451814
final_joint_baseline_30mer,hs,1,31,316.858,train,0.07054346027738706,0.06791955203010769,0.0032171093401387723,0.07013050749719107,0.07748868916298574,0.006512588951044974,4.162689040274801,4.234674727142199,4.1146666666666665,1.3802637032924852,1.4521088363691277,1.4592513929539037
final_joint_baseline_30mer,hs,1,32,318.124,train,0.06923058831493728,0.0711022068329415,0.001550875649473692,0.06917636333669676,0.0687899471656907,0.007958914446771399,4.1928993187634,4.284574708016944,4.398666666666667,1.378450940428177,1.4493927663582387,1.4422953237112561
final_joint_baseline_30mer,hs,1,33,319.396,train,0.06854069054084985,0.07527429044603456,0.002502702730234356,0.06908533070640234,0.07156031407533718,0.008248931837980334,4.283916015399866,4.335083472417269,4.438,1.3766030864406695,1.446649923542575,1.4453401614576846
final_joint_baseline_30mer,hs,1,34,320.672,train,0.06947233008886163,0.0743364353438757,0.0014227870076086902,0.06816564463308558,0.06322145617615874,0.00855196099820391,4.286059576503677,4.386127876814621,4.502666666666666,1.374854657302226,1.44388448298275,1.4305020155912194
final_joint_baseline_30mer,hs,1,35,321.954,train,0.06798870945480961,0.0693269227347985,0.0016561754045563279,0.06610675418935405,0.07432573652836873,0.0071192119376473,4.3263572861193715,4.437794244948541,4.384,1.3732220845705354,1.4410919752492124,1.447455189138997
final_joint_baseline_30mer,hs,1,36,323.241,train,0.06878144375416557,0.07034870023154675,0.0018113576840929554,0.06598564196573423,0.0679537797651331,0.007949941705875818,4.395032073449062,4.490049078475314,4.430666666666667,1.3700644404845734,1.4382744302004369,1.4438719237241635
final_joint_baseline_30mer,hs,1,37,324.533,train,0.06931773427248425,0.061132873658066834,0.0030777862680760686,0.06693003948164841,0.0750327262394266,0.00986743465925384,4.451483072826613,4.54289876829392,4.474,1.3685460531537685,1.4354317191543025,1.4435163971368168
final_joint_baseline_30mer,hs,1,38,325.83,train,0.06935067708353466,0.07235401391466056,0.0016049545711830913,0.06522128229300006,0.0694922556304284,0.009289204456595347,4.488311634045692,4.596349735411026,4.677333333333333,1.366888136833101,1.43256371696099,1.4203445894907107
final_joint_baseline_30mer,hs,1,39,327.132,train,0.06872328006001105,0.06828644671464064,0.002128583317664439,0.06584198057940426,0.07518219219422609,0.009941766036912348,4.575185294049842,4.650408426685753,4.540666666666667,1.3636341314088298,1.4296703023009405,1.4381927523443154
final_joint_baseline_30mer,hs,1,40,328.44,train,0.06821702356614878,0.07898848121108666,0.0016165398593659401,0.06505128065760746,0.06200374387651601,0.007128874645177783,4.6199888477764715,4.705123297475843,4.7713333333333345,1.3595889047067131,1.4267491191634254,1.4209576697028083
final_joint_baseline_30mer,hs,1,41,329.753,train,0.06578591936392618,0.06370927659527287,0.002486216481571002,0.06360104328043284,0.06332136439754914,0.008861377008785368,4.7220001383221515,4.760459475066752,4.747333333333334,1.3558915257258317,1.4238022715995193,1.4184800196754122
final_joint_baseline_30mer,hs,1,42,331.071,train,0.06567397191539794,0.07419781202248302,0.004015769968531326,0.06262238747151933,0.07861162412053213,0.008601788655681767,4.730136074417318,4.816423462455174,4.744,1.3539478674019712,1.4208296517231855,1.4367351215097925
final_joint_baseline_30mer,hs,1,43,332.394,train,0.06622376771695787,0.06791197088533475,0.0015439616568148908,0.061350047131408854,0.06300819322700849,0.007140140557196436,4.787296262996519,4.873021767779592,4.810666666666666,1.352011450103533,1.4178311568314843,1.4199445593371443
final_joint_baseline_30mer,hs,1,44,333.723,train,0.06698880463317339,0.06821921163779929,0.002294426547575108,0.061520626942332464,0.05911557709158167,0.009242894519238024,4.863467102381446,4.9303041615172845,4.966666666666667,1.3487861302799726,1.4148044068089698,1.4080384364014242
final_joint_baseline_30mer,hs,1,45,335.057,train,0.06549544684280154,0.06306749267533976,0.002351364461010112,0.05976127012257819,0.06094013771769216,0.008643831467330115,4.941125048989096,4.988234530476934,4.992,1.3481898596865658,1.4117515714109095,1.4126480548243627
final_joint_baseline_30mer,hs,1,46,336.396,train,0.06569180703079529,0.060666205004477725,0.0018369552336697213,0.060137906366690794,0.06248694642285004,0.008900592682506422,5.020747746501602,5.046819366900094,5.111333333333334,1.3457309745538302,1.4086725658466754,1.4019171893443678
final_joint_baseline_30mer,hs,1,47,337.741,train,0.06759264704053472,0.0595798688014813,0.0025811693695161923,0.05851544621909099,0.06707287877317365,0.008529044727553614,5.0435716220577715,5.106109387830756,5.045999999999999,1.3444760491479961,1.405564996177462,1.4178281782055722
final_joint_baseline_30mer,hs,1,48,339.091,train,0.0649686511871517,0.0694729611991313,0.002556258309402982,0.05732419638551314,0.06373735439814036,0.006696502205649627,5.122854133526984,5.166067451465214,5.189333333333334,1.341662910771536,1.4024310856916935,1.408149070176353
final_joint_baseline_30mer,hs,1,49,340.446,train,0.06563802735669635,0.07507883322136581,0.0025237867891271582,0.05575706108182066,0.06611596331445284,0.009201256913454164,5.218590209096986,5.2266999660206315,5.232666666666667,1.3391828595644897,1.3992707713979522,1.3994241107369187
final_joint_baseline_30mer,hs,1,50,341.807,train,0.06755885314847082,0.06368524851453874,0.001906011993710415,0.056323852431267536,0.06665161858609163,0.007477614358901596,5.271444256172626,5.288058544190913,5.296,1.3372135791506743,1.3960816498306654,1.4031700854050888
final_joint_baseline_30mer,hs,1,51,343.173,train,0.06665433244895332,0.07177300182385556,0.002738472998165033,0.053951287242930274,0.06314461665995992,0.008966691693564087,5.3073408718906325,5.350104916227443,5.358666666666667,1.3364304344011835,1.3928660018323042,1.3891139355763205
final_joint_baseline_30mer,hs,1,52,344.545,train,0.06667719078267793,0.07753933787992506,0.0025608857909039636,0.053072548012242655,0.05718548698395673,0.007971097119783058,5.368419899946977,5.412891258323979,5.505333333333334,1.3327784510796787,1.389621420319978,1.3885104685405554
final_joint_baseline_30mer,hs,1,53,345.922,train,0.06703432486280489,0.07355951332287092,0.002125158858945235,0.05338913986379192,0.055690367406386464,0.007768915527598815,5.420805380731725,5.476378489300099,5.526,1.3307693450260425,1.3863502269526111,1.3837336750214768
final_joint_baseline_30mer,hs,1,54,347.305,train,0.0663934742638442,0.0714025840085522,0.0013661476232404437,0.052513404358972476,0.052013318097858405,0.007374271333653792,5.455972347096387,5.540619314242061,5.57,1.3296127304653613,1.38305001341737,1.3755743213959168
final_joint_baseline_30mer,hs,1,55,348.693,train,0.06805324173377132,0.06571528712134031,0.002210189698036974,0.05189423799803954,0.05358685767587382,0.008025471730316763,5.529657710307305,5.605573786298326,5.661333333333333,1.3272872473009774,1.3797231442299893,1.373441229897062
final_joint_baseline_30mer,hs,1,56,350.086,train,0.06989595667673443,0.07746351822193198,0.0035942347108574926,0.051376712965178234,0.05911743348043312,0.008059766578595896,5.55811461143002,5.6712477789690965,5.8053333333333335,1.3251929199481436,1.376369625064897,1.3746566070519108
final_joint_baseline_30mer,hs,1,57,351.486,train,0.06748604285911669,0.07005060298420504,0.0025516161882471527,0.04964489044751087,0.062239156237980764,0.008300184160167843,5.524239516333541,5.737742383210029,5.819333333333333,1.3267302453454364,1.3729846274750068,1.376960379590621
final_joint_baseline_30mer,hs,1,58,352.891,train,0.06915403416991418,0.06853928163591891,0.0021465650213542257,0.04993690107131545,0.05167050497507601,0.006643889541742937,5.597728058648593,5.804969274930768,5.741333333333333,1.324656527064957,1.3695729865212092,1.376424498127669
final_joint_baseline_30mer,hs,1,59,354.301,train,0.06842860617231028,0.08055422045403324,0.002787973267011334,0.04906747391772523,0.05488563890584731,0.00900525953736238,5.6865059536159706,5.872933917867217,5.774666666666667,1.3203266723635592,1.3661347461808415,1.3605640312064224
final_joint_baseline_30mer,hs,1,60,355.717,train,0.07227096029115523,0.07651952519442934,0.0020334494923844107,0.04919173565660795,0.06302367069775533,0.010826088817274626,5.7300068296562685,5.941690342058008,6.036,1.3184264601922309,1.3626675106117512,1.3584420052139703
final_joint_baseline_30mer,hs,1,61,357.139,train,0.07199918669302564,0.07752332406119668,0.0021384772090065323,0.048406061440005164,0.050527835978952516,0.008935365678308334,5.821185622564954,6.011244729959806,6.157333333333334,1.3154275616635978,1.3591713221675361,1.3507458603395313
final_joint_baseline_30mer,hs,1,62,358.567,train,0.07217306960588848,0.06854830043563023,0.0025754500733880946,0.04755321580215011,0.04610724692039067,0.007993627983932989,5.787977355510985,6.081603071532447,6.066666666666666,1.3170019276909346,1.3556462390662554,1.3498141677249342
final_joint_baseline_30mer,hs,1,63,360.0,train,0.07269106468934824,0.07868242690102845,0.0023407922689858787,0.04706940499455503,0.052685937882248776,0.008876191588414416,5.94692838370565,6.152721338290297,6.166,1.3119173353397782,1.3520948192668774,1.3527082088721174
final_joint_baseline_30mer,hs,2,0,280.0,train,0.08023299329307379,0.077948875546518,0.001108406813184742,0.09502098613121673,0.08897275289286746,0.007941763806639406,2.543307513198239,2.9353840456133904,2.8926666666666665,1.4490542803047362,1.5250820179572278,1.5231583641362012
final_joint_baseline_30mer,hs,2,1,281.119,train,0.08166690137743014,0.0846888013404189,0.0018870628169332148,0.09568984470462655,0.10556283915262546,0.00736272499287199,2.607172003596376,2.9706857224683647,2.9333333333333336,1.4453908784431428,1.5230404964917843,1.517492058081264
final_joint_baseline_30mer,hs,2,2,282.243,train,0.08186222189984273,0.08741385440502675,0.0013036853466472111,0.09631126346309937,0.09677016048835252,0.010478362686206173,2.6356502293842357,3.0063938841503335,3.072,1.4450302196769296,1.5209789078042868,1.5103968836582022
final_joint_baseline_30mer,hs,2,3,283.371,train,0.07922614820111684,0.07582888180939981,0.0009803710311896228,0.09575742722388994,0.10565904953502589,0.008153369259654163,2.7111095741983076,3.0424808978278004,3.0573333333333332,1.4426351112681033,1.5188989511155515,1.532921545406901
final_joint_baseline_30mer,hs,2,4,284.504,train,0.07874698961511863,0.07915184612720458,0.0015208467276883872,0.09412475017025715,0.10289401630376518,0.009748115910784526,2.759010247366115,3.0789829461373106,3.048,1.4411339909979202,1.516798646910604,1.5249888928392
final_joint_baseline_30mer,hs,2,5,285.641,train,0.07867974804854051,0.08489268371900716,0.0017205630688423407,0.09354164455344582,0.09874303973139917,0.008673681311892622,2.779320982317818,3.1158720554138957,3.099333333333333,1.4388363579313137,1.5146797127848395,1.514812259034343
final_joint_baseline_30mer,hs,2,6,286.783,train,0.07829642505867242,0.07424004629648358,0.0017387809162732653,0.09419948268628386,0.1036258792066656,0.010175585505879017,2.848500789588953,3.153184969133022,3.163333333333333,1.436106212846229,1.5125401483710494,1.5109056812447053
final_joint_baseline_30mer,hs,2,7,287.929,train,0.07895332637272867,0.07430032475422868,0.0017361548170765823,0.09236432975802876,0.10067544381190194,0.00782384827381262,2.858525687576366,3.1908933671102866,3.163333333333333,1.4361933836522711,1.510381689932435,1.5090826267569517
final_joint_baseline_30mer,hs,2,8,289.08,train,0.07879517071685099,0.07999934815952356,0.002121881353632135,0.0908970758592495,0.0947011082279185,0.00905281065278594,2.931267722525763,3.2290345635433617,3.2133333333333334,1.4333961198315441,1.5082023162194385,1.5018670691265266
final_joint_baseline_30mer,hs,2,9,290.235,train,0.07938092065444216,0.08168481215234782,0.0011406533200295044,0.09021052544820063,0.07978030011988184,0.00739375667085794,2.993197143647555,3.267579885566739,3.3246666666666664,1.430608882046017,1.5060037824821264,1.4980591027613583
final_joint_baseline_30mer,hs,2,10,291.395,train,0.07837308071448701,0.08184478737196182,0.0013471594105925351,0.08808296819675197,0.10508835356198355,0.00845623547296708,2.9908893249878963,3.3065672278741958,3.3466666666666667,1.4303011384655808,1.5037840465863217,1.5061730846574113
final_joint_baseline_30mer,hs,2,11,292.56,train,0.07688724633695455,0.07792267124679622,0.0026543785290596943,0.08606323759248029,0.08158749341916402,0.008839471796086042,3.0821580272955718,3.3460015276586375,3.3226666666666667,1.4258314762733413,1.5015429543654109,1.510352641070913
final_joint_baseline_30mer,hs,2,12,293.729,train,0.07256678472612099,0.07610128400265047,0.002544703669839766,0.08474191979424198,0.09201880320530975,0.0075726855245070975,3.150122904995735,3.385853573380215,3.4219999999999997,1.423585365887622,1.4992822901534073,1.4953898256720644
final_joint_baseline_30mer,hs,2,13,294.903,train,0.0718254808949213,0.07175036640701712,0.002235285891547127,0.0849276166363612,0.09725181836860446,0.009930677420190919,3.19203235585679,3.4261621518539886,3.421333333333333,1.4218773193909555,1.4969999804852958,1.4968985735641405
final_joint_baseline_30mer,hs,2,14,296.082,train,0.0714607805687376,0.06720820786522838,0.002023656672295162,0.08550859149222727,0.10167838987971498,0.00747496862918157,3.262342658551767,3.466932384741532,3.4593333333333334,1.419300628344623,1.4946958701978,1.5057191188760224
final_joint_baseline_30mer,hs,2,15,297.266,train,0.07336176191531832,0.07853161341185064,0.0019902493379065833,0.08587206690780769,0.08486959130219493,0.006974526518822723,3.298642857966203,3.5081694578861553,3.472666666666667,1.4171639688431674,1.492369803880277,1.4972031138276984
final_joint_baseline_30mer,hs,2,16,298.454,train,0.07366603575098829,0.0699820014140713,0.002110481211140952,0.08360476465705596,0.099522359217744,0.00814089635459476,3.3203087177536483,3.5498434163656745,3.466666666666667,1.4153553834935257,1.4900236060418117,1.4980852484353107
final_joint_baseline_30mer,hs,2,17,299.647,train,0.07373467547153302,0.06814157347812441,0.0016385147909026634,0.08377574515330147,0.09373970987721314,0.008505732972038896,3.3892846439357265,3.591994271736091,3.5440000000000005,1.4117220597375317,1.4876551617064504,1.4983179721893058
final_joint_baseline_30mer,hs,2,18,300.845,train,0.07305589448642932,0.07306246738547506,0.0021161544562936577,0.08210580055379135,0.0882778770153389,0.01033752185177622,3.41430049334901,3.6346273956569326,3.6733333333333333,1.4126422269680854,1.4852643153205172,1.4895106904976907
final_joint_baseline_30mer,hs,2,19,302.047,train,0.07333910929271938,0.07686224633006092,0.0024116504090743616,0.08163079766437302,0.0894026208620827,0.009849306459400879,3.484319022753994,3.6777122500931183,3.754666666666667,1.4088618546958285,1.4828529228030953,1.4818680613513775
final_joint_baseline_30mer,hs,2,20,303.254,train,0.07149915507279267,0.07921199937289192,0.0025338326209974624,0.08180355187049923,0.08329331313872468,0.008410561317078579,3.5339085229499503,3.7212897863205803,3.8853333333333335,1.406459226760602,1.4804188385084516,1.47428821318408
final_joint_baseline_30mer,hs,2,21,304.467,train,0.07250065493324692,0.08132287897963598,0.0026232670201136597,0.08062604293218527,0.08729144250807094,0.012436444494500896,3.6290352606219884,3.765402058068587,3.6799999999999997,1.4036600134330308,1.477959875111775,1.4856953352040538
final_joint_baseline_30mer,hs,2,22,305.683,train,0.07434609089628043,0.085056088330007,0.0018014290259189365,0.07754315994790703,0.08462152160149027,0.008105644082445464,3.686256109228393,3.809945189732875,3.8886666666666665,1.4002096648194318,1.4754819754900796,1.4740399170946787
final_joint_baseline_30mer,hs,2,23,306.905,train,0.07418123279643517,0.0692926614560107,0.0013916287561635508,0.07784414768938973,0.0819007492761383,0.008120683272013249,3.728478369873435,3.8550343563544645,3.878,1.3994710802263843,1.4729788883387833,1.4681236529421935
final_joint_baseline_30mer,hs,2,24,308.132,train,0.07304290160402178,0.07545432205634034,0.001601237041642862,0.07633507083561167,0.07929003031828362,0.00721701661739955,3.769594917813588,3.9006388022831704,3.865333333333333,1.3975494234797674,1.4704524928057126,1.477765780271414
final_joint_baseline_30mer,hs,2,25,309.364,train,0.07259267755923522,0.07121578957228691,0.0015406735088014326,0.0737508153009947,0.08011781626450094,0.005824760638374905,3.8070892984761517,3.94676433057257,3.9286666666666665,1.3954718061855997,1.4679026363766645,1.4706391504902556
final_joint_baseline_30mer,hs,2,26,310.6,train,0.07242635725406829,0.0786574968411719,0.0022847892524222573,0.07490799467470581,0.06815848563512647,0.012458933533195587,3.874953172188026,3.9933789516831073,3.997333333333333,1.391661912809699,1.4653312532491922,1.4581865274338064
final_joint_baseline_30mer,hs,2,27,311.842,train,0.0724886765592472,0.06835907398435753,0.0019090894667476315,0.07468503615667249,0.08013509770887309,0.008653215128184455,3.890596399013302,4.0405640124767235,3.964,1.3920757652626659,1.4627340321570177,1.4766506016325986
final_joint_baseline_30mer,hs,2,28,313.088,train,0.0726630827305375,0.07931747759196305,0.004177383208000119,0.07345617864627366,0.08591775402265052,0.008832437943603815,3.9656718998547618,4.088249503113515,4.105333333333334,1.3890153180179459,1.4601150062536752,1.4642377121702639
final_joint_baseline_30mer,hs,2,29,314.34,train,0.07160589786490776,0.08629772295858132,0.003070310132953253,0.0729293116211879,0.07519210845498553,0.006891672897577672,3.9884460658874517,4.136517996231319,4.122,1.3875389843347843,1.4574698238786739,1.4584332917121348
final_joint_baseline_30mer,hs,2,30,315.596,train,0.07225950961277791,0.0714395679484704,0.002129696325827272,0.0721307829375758,0.08039095952717505,0.00787301283482671,4.08785200106047,4.185298466963214,4.280666666666667,1.384418102377888,1.454802564438808,1.4536831644497625
final_joint_baseline_30mer,hs,2,31,316.858,train,0.07054346027738706,0.06992611218527346,0.0019794234576817112,0.07013050749719107,0.07229615450419136,0.006218114164882573,4.162689040274801,4.234674727142199,4.268,1.3802637032924852,1.4521088363691277,1.4494579551278903
final_joint_baseline_30mer,hs,2,32,318.124,train,0.06923058831493728,0.07187241606247069,0.0012856934121210665,0.06917636333669676,0.0731335716873336,0.008340968587391258,4.1928993187634,4.284574708016944,4.255333333333334,1.378450940428177,1.4493927663582387,1.4453473299626136
final_joint_baseline_30mer,hs,2,33,319.396,train,0.06854069054084985,0.06890283500063991,0.0023367902893068285,0.06908533070640234,0.07678490627500914,0.008964227510237588,4.283916015399866,4.335083472417269,4.341333333333333,1.3766030864406695,1.446649923542575,1.4454842950031832
final_joint_baseline_30mer,hs,2,34,320.672,train,0.06947233008886163,0.06949435494862291,0.0010590484220778383,0.06816564463308558,0.06462114293214288,0.008669638286829822,4.286059576503677,4.386127876814621,4.424666666666667,1.374854657302226,1.44388448298275,1.4404396868151965
final_joint_baseline_30mer,hs,2,35,321.954,train,0.06798870945480961,0.0811784156064499,0.003966621979597778,0.06610675418935405,0.06397851714982314,0.011107800048779606,4.3263572861193715,4.437794244948541,4.551333333333333,1.3732220845705354,1.4410919752492124,1.428455982655508
final_joint_baseline_30mer,hs,2,36,323.241,train,0.06878144375416557,0.0635349288606756,0.0023284981091372245,0.06598564196573423,0.07570202818789565,0.00836113552980177,4.395032073449062,4.490049078475314,4.332,1.3700644404845734,1.4382744302004369,1.4531508840353058
final_joint_baseline_30mer,hs,2,37,324.533,train,0.06931773427248425,0.06773884104745931,0.0017403236891638974,0.06693003948164841,0.07903104252200542,0.008457302655905916,4.451483072826613,4.54289876829392,4.432,1.3685460531537685,1.4354317191543025,1.4462964035775083
final_joint_baseline_30mer,hs,2,38,325.83,train,0.06935067708353466,0.07138429476133175,0.00200038327696242,0.06522128229300006,0.06766643855672573,0.010126461140921259,4.488311634045692,4.596349735411026,4.568,1.366888136833101,1.43256371696099,1.4278747563175445
final_joint_baseline_30mer,hs,2,39,327.132,train,0.06872328006001105,0.06899209390198996,0.0018490885992838426,0.06584198057940426,0.06502406455704045,0.008638798849640007,4.575185294049842,4.650408426685753,4.659333333333333,1.3636341314088298,1.4296703023009405,1.4283972843044346
